QuoteItemID,QuoteID,ProductID,Quantity,UnitPrice,DiscountPercent,DiscountAmount,LineTotal
QI001672,QTN00550,PRD0010,2,199,15,59.7,338.3
QI001673,QTN00550,PRD0020,219,599,5,6559.05,124621.95
QI001674,QTN00551,PRD0011,1,699,5,34.95,664.05
QI001675,QTN00551,PRD0007,3,499,0,0.0,1497.0
QI001676,QTN00551,PRD0010,2,199,10,39.8,358.2
QI001677,QTN00551,PRD0001,937,299,15,42024.45,238138.55
QI001678,QTN00552,PRD0006,2,249,10,49.8,448.2
QI001679,QTN00552,PRD0018,3,1999,10,599.7,5397.3
QI001680,QTN00552,PRD0017,2,499,10,99.8,898.2
QI001681,QTN00552,PRD0009,1,149,0,0.0,149.0
QI001682,QTN00552,PRD0001,46,299,10,1375.4,12378.6
QI001683,QTN00553,PRD0007,1,499,0,0.0,499.0
QI001684,QTN00553,PRD0009,2,149,0,0.0,298.0
QI001685,QTN00553,PRD0011,2,699,10,139.8,1258.2
QI001686,QTN00553,PRD0004,3,799,5,119.85,2277.15
QI001687,QTN00553,PRD0020,52,599,5,1557.4,29590.6
QI001688,QTN00554,PRD0008,1395,199,5,13880.25,263724.75
QI001689,QTN00555,PRD0007,2,499,0,0.0,998.0
QI001690,QTN00555,PRD0006,677,249,5,8428.65,160144.35
QI001691,QTN00556,PRD0003,2,999,10,199.8,1798.2
QI001692,QTN00556,PRD0012,1,399,5,19.95,379.05
QI001693,QTN00556,PRD0007,1,499,10,49.9,449.1
QI001694,QTN00556,PRD0008,3,199,10,59.7,537.3
QI001695,QTN00556,PRD0019,360,799,0,0.0,287640.0
QI001696,QTN00557,PRD0008,3,199,5,29.85,567.15
QI001697,QTN00557,PRD0015,3,999,5,149.85,2847.15
QI001698,QTN00557,PRD0011,334,699,15,35019.9,198446.1
QI001699,QTN00558,PRD0012,2,399,5,39.9,758.1
QI001700,QTN00558,PRD0019,2,799,0,0.0,1598.0
QI001701,QTN00558,PRD0007,1,499,0,0.0,499.0
QI001702,QTN00558,PRD0013,1,899,5,44.95,854.05
QI001703,QTN00558,PRD0006,945,249,0,0.0,235305.0
QI001704,QTN00559,PRD0001,2,299,0,0.0,598.0
QI001705,QTN00559,PRD0012,2,399,5,39.9,758.1
QI001706,QTN00559,PRD0010,1,199,10,19.9,179.1
QI001707,QTN00559,PRD0009,3,149,5,22.35,424.65
QI001708,QTN00559,PRD0018,138,1999,10,27586.2,248275.8
QI001709,QTN00560,PRD0015,73,999,0,0.0,72927.0
QI001710,QTN00561,PRD0018,3,1999,5,299.85,5697.15
QI001711,QTN00561,PRD0013,308,899,0,0.0,276892.0
QI001712,QTN00562,PRD0003,2,999,0,0.0,1998.0
QI001713,QTN00562,PRD0002,2,599,15,179.7,1018.3
QI001714,QTN00562,PRD0020,3,599,0,0.0,1797.0
QI001715,QTN00562,PRD0016,2,699,10,139.8,1258.2
QI001716,QTN00562,PRD0014,51,1199,10,6114.9,55034.1
QI001717,QTN00563,PRD0018,1,1999,15,299.85,1699.15
QI001718,QTN00563,PRD0017,9,499,15,673.65,3817.35
QI001719,QTN00564,PRD0011,1,699,10,69.9,629.1
QI001720,QTN00564,PRD0005,1,1499,5,74.95,1424.05
QI001721,QTN00564,PRD0020,363,599,15,32615.55,184821.45
QI001722,QTN00565,PRD0013,3,899,10,269.7,2427.3
QI001723,QTN00565,PRD0014,1,1199,5,59.95,1139.05
QI001724,QTN00565,PRD0008,821,199,0,0.0,163379.0
QI001725,QTN00566,PRD0010,2,199,0,0.0,398.0
QI001726,QTN00566,PRD0003,1,999,10,99.9,899.1
QI001727,QTN00566,PRD0014,3,1199,5,179.85,3417.15
QI001728,QTN00566,PRD0011,3,699,0,0.0,2097.0
QI001729,QTN00566,PRD0001,556,299,15,24936.6,141307.4
QI001730,QTN00567,PRD0016,2,699,0,0.0,1398.0
QI001731,QTN00567,PRD0003,262,999,5,13086.9,248651.1
QI001732,QTN00568,PRD0013,2,899,5,89.9,1708.1
QI001733,QTN00568,PRD0007,3,499,0,0.0,1497.0
QI001734,QTN00568,PRD0010,1082,199,10,21531.8,193786.2
QI001735,QTN00569,PRD0015,1,999,10,99.9,899.1
QI001736,QTN00569,PRD0012,1,399,5,19.95,379.05
QI001737,QTN00569,PRD0009,3,149,0,0.0,447.0
QI001738,QTN00569,PRD0004,271,799,10,21652.9,194876.1
QI001739,QTN00570,PRD0008,1,199,0,0.0,199.0
QI001740,QTN00570,PRD0012,1,399,15,59.85,339.15
QI001741,QTN00570,PRD0019,298,799,15,35715.3,202386.7
QI001742,QTN00571,PRD0020,1,599,15,89.85,509.15
QI001743,QTN00571,PRD0016,2,699,15,209.7,1188.3
QI001744,QTN00571,PRD0003,2,999,15,299.7,1698.3
QI001745,QTN00571,PRD0012,271,399,0,0.0,108129.0
QI001746,QTN00572,PRD0011,3,699,5,104.85,1992.15
QI001747,QTN00572,PRD0012,1,399,15,59.85,339.15
QI001748,QTN00572,PRD0007,1,499,0,0.0,499.0
QI001749,QTN00572,PRD0001,514,299,10,15368.6,138317.4
QI001750,QTN00573,PRD0013,32,899,10,2876.8,25891.2
QI001751,QTN00574,PRD0006,1,249,0,0.0,249.0
QI001752,QTN00574,PRD0010,2,199,5,19.9,378.1
QI001753,QTN00574,PRD0018,75,1999,15,22488.75,127436.25
QI001754,QTN00575,PRD0012,3,399,0,0.0,1197.0
QI001755,QTN00575,PRD0004,6,799,0,0.0,4794.0
QI001756,QTN00576,PRD0019,3,799,15,359.55,2037.45
QI001757,QTN00576,PRD0013,3,899,0,0.0,2697.0
QI001758,QTN00576,PRD0007,11,499,15,823.35,4665.65
QI001759,QTN00577,PRD0019,3,799,15,359.55,2037.45
QI001760,QTN00577,PRD0017,419,499,5,10454.05,198626.95
QI001761,QTN00578,PRD0012,320,399,0,0.0,127680.0
QI001762,QTN00579,PRD0005,1,1499,5,74.95,1424.05
QI001763,QTN00579,PRD0010,2,199,10,39.8,358.2
QI001764,QTN00579,PRD0006,453,249,10,11279.7,101517.3
QI001765,QTN00580,PRD0008,1,199,0,0.0,199.0
QI001766,QTN00580,PRD0018,1,1999,15,299.85,1699.15
QI001767,QTN00580,PRD0015,95,999,15,14235.75,80669.25
QI001768,QTN00581,PRD0020,1,599,10,59.9,539.1
QI001769,QTN00581,PRD0017,77,499,0,0.0,38423.0
QI001770,QTN00582,PRD0006,1,249,10,24.9,224.1
QI001771,QTN00582,PRD0020,3,599,15,269.55,1527.45
QI001772,QTN00582,PRD0010,1,199,0,0.0,199.0
QI001773,QTN00582,PRD0002,472,599,0,0.0,282728.0
QI001774,QTN00583,PRD0004,1,799,10,79.9,719.1
QI001775,QTN00583,PRD0016,24,699,0,0.0,16776.0
QI001776,QTN00584,PRD0017,1,499,10,49.9,449.1
QI001777,QTN00584,PRD0013,2,899,15,269.7,1528.3
QI001778,QTN00584,PRD0020,2,599,10,119.8,1078.2
QI001779,QTN00584,PRD0010,38,199,0,0.0,7562.0
QI001780,QTN00585,PRD0020,2,599,5,59.9,1138.1
QI001781,QTN00585,PRD0006,2,249,15,74.7,423.3
QI001782,QTN00585,PRD0019,2,799,5,79.9,1518.1
QI001783,QTN00585,PRD0011,2,699,0,0.0,1398.0
QI001784,QTN00585,PRD0001,781,299,10,23351.9,210167.1
QI001785,QTN00586,PRD0013,2,899,10,179.8,1618.2
QI001786,QTN00586,PRD0002,1,599,10,59.9,539.1
QI001787,QTN00586,PRD0010,3,199,0,0.0,597.0
QI001788,QTN00586,PRD0003,79,999,5,3946.05,74974.95
QI001789,QTN00587,PRD0017,82,499,0,0.0,40918.0
QI001790,QTN00588,PRD0009,3,149,15,67.05,379.95
QI001791,QTN00588,PRD0010,3,199,5,29.85,567.15
QI001792,QTN00588,PRD0014,148,1199,0,0.0,177452.0
QI001793,QTN00589,PRD0002,3,599,15,269.55,1527.45
QI001794,QTN00589,PRD0009,3,149,15,67.05,379.95
QI001795,QTN00589,PRD0017,3,499,5,74.85,1422.15
QI001796,QTN00589,PRD0003,109,999,15,16333.65,92557.35
QI001797,QTN00590,PRD0016,1,699,15,104.85,594.15
QI001798,QTN00590,PRD0013,3,899,0,0.0,2697.0
QI001799,QTN00590,PRD0010,180,199,5,1791.0,34029.0
QI001800,QTN00591,PRD0004,311,799,15,37273.35,211215.65
QI001801,QTN00592,PRD0014,1,1199,5,59.95,1139.05
QI001802,QTN00592,PRD0005,106,1499,5,7944.7,150949.3
QI001803,QTN00593,PRD0005,1,1499,15,224.85,1274.15
QI001804,QTN00593,PRD0003,125,999,0,0.0,124875.0
QI001805,QTN00594,PRD0008,1,199,5,9.95,189.05
QI001806,QTN00594,PRD0009,3,149,10,44.7,402.3
QI001807,QTN00594,PRD0013,2,899,0,0.0,1798.0
QI001808,QTN00594,PRD0005,29,1499,0,0.0,43471.0
QI001809,QTN00595,PRD0005,3,1499,15,674.55,3822.45
QI001810,QTN00595,PRD0007,3,499,10,149.7,1347.3
QI001811,QTN00595,PRD0017,2,499,15,149.7,848.3
QI001812,QTN00595,PRD0009,35,149,0,0.0,5215.0
QI001813,QTN00596,PRD0010,3,199,15,89.55,507.45
QI001814,QTN00596,PRD0018,1,1999,15,299.85,1699.15
QI001815,QTN00596,PRD0015,1,999,5,49.95,949.05
QI001816,QTN00596,PRD0012,3,399,0,0.0,1197.0
QI001817,QTN00596,PRD0006,317,249,0,0.0,78933.0
QI001818,QTN00597,PRD0009,1,149,10,14.9,134.1
QI001819,QTN00597,PRD0011,3,699,10,209.7,1887.3
QI001820,QTN00597,PRD0005,2,1499,10,299.8,2698.2
QI001821,QTN00597,PRD0001,2,299,15,89.7,508.3
QI001822,QTN00597,PRD0006,971,249,15,36266.85,205512.15
QI001823,QTN00598,PRD0010,1126,199,5,11203.7,212870.3
QI001824,QTN00599,PRD0012,2,399,5,39.9,758.1
QI001825,QTN00599,PRD0017,3,499,15,224.55,1272.45
QI001826,QTN00599,PRD0004,356,799,0,0.0,284444.0
QI001827,QTN00600,PRD0004,2,799,5,79.9,1518.1
QI001828,QTN00600,PRD0009,1,149,15,22.35,126.65
QI001829,QTN00600,PRD0011,2,699,10,139.8,1258.2
QI001830,QTN00600,PRD0015,207,999,0,0.0,206793.0
QI001831,QTN00601,PRD0014,2,1199,10,239.8,2158.2
QI001832,QTN00601,PRD0011,2,699,15,209.7,1188.3
QI001833,QTN00601,PRD0001,862,299,0,0.0,257738.0
QI001834,QTN00602,PRD0010,1,199,10,19.9,179.1
QI001835,QTN00602,PRD0007,336,499,15,25149.6,142514.4
QI001836,QTN00603,PRD0003,2,999,15,299.7,1698.3
QI001837,QTN00603,PRD0002,3,599,0,0.0,1797.0
QI001838,QTN00603,PRD0004,305,799,5,12184.75,231510.25
QI001839,QTN00604,PRD0006,1,249,15,37.35,211.65
QI001840,QTN00604,PRD0014,3,1199,15,539.55,3057.45
QI001841,QTN00604,PRD0020,3,599,10,179.7,1617.3
QI001842,QTN00604,PRD0012,456,399,0,0.0,181944.0
QI001843,QTN00605,PRD0014,1,1199,0,0.0,1199.0
QI001844,QTN00605,PRD0011,2,699,15,209.7,1188.3
QI001845,QTN00605,PRD0013,1,899,0,0.0,899.0
QI001846,QTN00605,PRD0016,1,699,5,34.95,664.05
QI001847,QTN00605,PRD0003,93,999,5,4645.35,88261.65
QI001848,QTN00606,PRD0017,317,499,5,7909.15,150273.85
QI001849,QTN00607,PRD0011,252,699,15,26422.2,149725.8
QI001850,QTN00608,PRD0017,496,499,10,24750.4,222753.6
QI001851,QTN00609,PRD0019,2,799,10,159.8,1438.2
QI001852,QTN00609,PRD0008,1048,199,15,31282.8,177269.2
QI001853,QTN00610,PRD0020,2,599,0,0.0,1198.0
QI001854,QTN00610,PRD0010,3,199,0,0.0,597.0
QI001855,QTN00610,PRD0011,1,699,10,69.9,629.1
QI001856,QTN00610,PRD0015,2,999,15,299.7,1698.3
QI001857,QTN00610,PRD0009,1561,149,5,11629.45,220959.55
QI001858,QTN00611,PRD0017,3,499,10,149.7,1347.3
QI001859,QTN00611,PRD0015,2,999,5,99.9,1898.1
QI001860,QTN00611,PRD0019,2,799,0,0.0,1598.0
QI001861,QTN00611,PRD0001,779,299,10,23292.1,209628.9
QI001862,QTN00612,PRD0016,44,699,15,4613.4,26142.6
QI001863,QTN00613,PRD0014,101,1199,5,6054.95,115044.05
QI001864,QTN00614,PRD0006,1,249,5,12.45,236.55
QI001865,QTN00614,PRD0017,3,499,5,74.85,1422.15
QI001866,QTN00614,PRD0005,3,1499,5,224.85,4272.15
QI001867,QTN00614,PRD0002,2,599,15,179.7,1018.3
QI001868,QTN00614,PRD0016,123,699,0,0.0,85977.0
QI001869,QTN00615,PRD0001,804,299,15,36059.4,204336.6
QI001870,QTN00616,PRD0019,3,799,5,119.85,2277.15
QI001871,QTN00616,PRD0008,626,199,0,0.0,124574.0
QI001872,QTN00617,PRD0018,2,1999,10,399.8,3598.2
QI001873,QTN00617,PRD0019,136,799,10,10866.4,97797.6
QI001874,QTN00618,PRD0016,2,699,10,139.8,1258.2
QI001875,QTN00618,PRD0003,2,999,10,199.8,1798.2
QI001876,QTN00618,PRD0015,1,999,15,149.85,849.15
QI001877,QTN00618,PRD0005,149,1499,10,22335.1,201015.9
QI001878,QTN00619,PRD0002,3,599,15,269.55,1527.45
QI001879,QTN00619,PRD0004,3,799,0,0.0,2397.0
QI001880,QTN00619,PRD0008,1,199,10,19.9,179.1
QI001881,QTN00619,PRD0006,3,249,10,74.7,672.3
QI001882,QTN00619,PRD0016,250,699,10,17475.0,157275.0
QI001883,QTN00620,PRD0018,66,1999,15,19790.1,112143.9
QI001884,QTN00621,PRD0012,207,399,10,8259.3,74333.7
QI001885,QTN00622,PRD0005,3,1499,10,449.7,4047.3
QI001886,QTN00622,PRD0002,2,599,10,119.8,1078.2
QI001887,QTN00622,PRD0013,86,899,10,7731.4,69582.6
QI001888,QTN00623,PRD0009,1,149,5,7.45,141.55
QI001889,QTN00623,PRD0020,356,599,0,0.0,213244.0
QI001890,QTN00624,PRD0016,2,699,10,139.8,1258.2
QI001891,QTN00624,PRD0011,3,699,5,104.85,1992.15
QI001892,QTN00624,PRD0005,3,1499,0,0.0,4497.0
QI001893,QTN00624,PRD0015,3,999,15,449.55,2547.45
QI001894,QTN00624,PRD0001,892,299,10,26670.8,240037.2
QI001895,QTN00625,PRD0003,2,999,15,299.7,1698.3
QI001896,QTN00625,PRD0020,2,599,0,0.0,1198.0
QI001897,QTN00625,PRD0007,530,499,5,13223.5,251246.5
QI001898,QTN00626,PRD0011,3,699,5,104.85,1992.15
QI001899,QTN00626,PRD0002,3,599,15,269.55,1527.45
QI001900,QTN00626,PRD0015,182,999,10,18181.8,163636.2
QI001901,QTN00627,PRD0018,2,1999,5,199.9,3798.1
QI001902,QTN00627,PRD0007,3,499,5,74.85,1422.15
QI001903,QTN00627,PRD0005,2,1499,0,0.0,2998.0
QI001904,QTN00627,PRD0004,2,799,5,79.9,1518.1
QI001905,QTN00627,PRD0016,370,699,10,25863.0,232767.0
QI001906,QTN00628,PRD0018,1,1999,10,199.9,1799.1
QI001907,QTN00628,PRD0012,3,399,0,0.0,1197.0
QI001908,QTN00628,PRD0005,1,1499,10,149.9,1349.1
QI001909,QTN00628,PRD0014,1,1199,10,119.9,1079.1
QI001910,QTN00628,PRD0019,66,799,15,7910.1,44823.9
QI001911,QTN00629,PRD0001,2,299,10,59.8,538.2
QI001912,QTN00629,PRD0015,3,999,10,299.7,2697.3
QI001913,QTN00629,PRD0009,947,149,15,21165.45,119937.55
QI001914,QTN00630,PRD0011,260,699,15,27261.0,154479.0
QI001915,QTN00631,PRD0011,405,699,0,0.0,283095.0
QI001916,QTN00632,PRD0002,1,599,0,0.0,599.0
QI001917,QTN00632,PRD0020,3,599,15,269.55,1527.45
QI001918,QTN00632,PRD0008,3,199,10,59.7,537.3
QI001919,QTN00632,PRD0006,688,249,15,25696.8,145615.2
QI001920,QTN00633,PRD0017,58,499,5,1447.1,27494.9
QI001921,QTN00634,PRD0001,1,299,10,29.9,269.1
QI001922,QTN00634,PRD0009,1440,149,15,32184.0,182376.0
QI001923,QTN00635,PRD0001,2,299,5,29.9,568.1
QI001924,QTN00635,PRD0020,2,599,5,59.9,1138.1
QI001925,QTN00635,PRD0003,1,999,15,149.85,849.15
QI001926,QTN00635,PRD0007,2,499,5,49.9,948.1
QI001927,QTN00635,PRD0005,12,1499,10,1798.8,16189.2
QI001928,QTN00636,PRD0004,63,799,0,0.0,50337.0
QI001929,QTN00637,PRD0007,2,499,5,49.9,948.1
QI001930,QTN00637,PRD0019,1,799,5,39.95,759.05
QI001931,QTN00637,PRD0020,2,599,0,0.0,1198.0
QI001932,QTN00637,PRD0015,252,999,5,12587.4,239160.6
QI001933,QTN00638,PRD0006,2,249,15,74.7,423.3
QI001934,QTN00638,PRD0010,2,199,15,59.7,338.3
QI001935,QTN00638,PRD0005,2,1499,15,449.7,2548.3
QI001936,QTN00638,PRD0015,1,999,0,0.0,999.0
QI001937,QTN00638,PRD0008,1300,199,5,12935.0,245765.0
QI001938,QTN00639,PRD0014,1,1199,10,119.9,1079.1
QI001939,QTN00639,PRD0010,3,199,5,29.85,567.15
QI001940,QTN00639,PRD0001,125,299,0,0.0,37375.0
QI001941,QTN00640,PRD0014,101,1199,5,6054.95,115044.05
QI001942,QTN00641,PRD0012,3,399,10,119.7,1077.3
QI001943,QTN00641,PRD0018,122,1999,10,24387.8,219490.2
QI001944,QTN00642,PRD0001,1,299,15,44.85,254.15
QI001945,QTN00642,PRD0019,102,799,10,8149.8,73348.2
QI001946,QTN00643,PRD0015,1,999,0,0.0,999.0
QI001947,QTN00643,PRD0018,80,1999,10,15992.0,143928.0
QI001948,QTN00644,PRD0013,2,899,10,179.8,1618.2
QI001949,QTN00644,PRD0018,2,1999,5,199.9,3798.1
QI001950,QTN00644,PRD0001,590,299,10,17641.0,158769.0
QI001951,QTN00645,PRD0001,2,299,5,29.9,568.1
QI001952,QTN00645,PRD0014,1,1199,15,179.85,1019.15
QI001953,QTN00645,PRD0009,1,149,5,7.45,141.55
QI001954,QTN00645,PRD0012,466,399,5,9296.7,176637.3
QI001955,QTN00646,PRD0004,1,799,0,0.0,799.0
QI001956,QTN00646,PRD0007,65,499,5,1621.75,30813.25
QI001957,QTN00647,PRD0014,8,1199,10,959.2,8632.8
QI001958,QTN00648,PRD0004,73,799,15,8749.05,49577.95
QI001959,QTN00649,PRD0011,3,699,0,0.0,2097.0
QI001960,QTN00649,PRD0013,3,899,0,0.0,2697.0
QI001961,QTN00649,PRD0012,445,399,0,0.0,177555.0
QI001962,QTN00650,PRD0011,137,699,0,0.0,95763.0
QI001963,QTN00651,PRD0002,95,599,15,8535.75,48369.25
QI001964,QTN00652,PRD0010,2,199,0,0.0,398.0
QI001965,QTN00652,PRD0019,3,799,10,239.7,2157.3
QI001966,QTN00652,PRD0006,2,249,5,24.9,473.1
QI001967,QTN00652,PRD0018,142,1999,5,14192.9,269665.1
QI001968,QTN00653,PRD0014,231,1199,10,27696.9,249272.1
QI001969,QTN00654,PRD0008,3,199,0,0.0,597.0
QI001970,QTN00654,PRD0006,3,249,10,74.7,672.3
QI001971,QTN00654,PRD0010,3,199,5,29.85,567.15
QI001972,QTN00654,PRD0003,49,999,15,7342.65,41608.35
QI001973,QTN00655,PRD0014,179,1199,0,0.0,214621.0
QI001974,QTN00656,PRD0001,1,299,0,0.0,299.0
QI001975,QTN00656,PRD0019,2,799,5,79.9,1518.1
QI001976,QTN00656,PRD0008,202,199,5,2009.9,38188.1
QI001977,QTN00657,PRD0006,3,249,5,37.35,709.65
QI001978,QTN00657,PRD0017,2,499,15,149.7,848.3
QI001979,QTN00657,PRD0010,525,199,10,10447.5,94027.5
QI001980,QTN00658,PRD0020,1,599,15,89.85,509.15
QI001981,QTN00658,PRD0002,436,599,5,13058.2,248105.8
QI001982,QTN00659,PRD0017,2,499,5,49.9,948.1
QI001983,QTN00659,PRD0001,1,299,0,0.0,299.0
QI001984,QTN00659,PRD0014,3,1199,0,0.0,3597.0
QI001985,QTN00659,PRD0009,993,149,0,0.0,147957.0
QI001986,QTN00660,PRD0001,3,299,15,134.55,762.45
QI001987,QTN00660,PRD0020,1,599,0,0.0,599.0
QI001988,QTN00660,PRD0007,3,499,0,0.0,1497.0
QI001989,QTN00660,PRD0018,3,1999,0,0.0,5997.0
QI001990,QTN00660,PRD0003,207,999,10,20679.3,186113.7
QI001991,QTN00661,PRD0006,2,249,10,49.8,448.2
QI001992,QTN00661,PRD0001,288,299,10,8611.2,77500.8
QI001993,QTN00662,PRD0008,1,199,0,0.0,199.0
QI001994,QTN00662,PRD0014,1,1199,0,0.0,1199.0
QI001995,QTN00662,PRD0004,2,799,10,159.8,1438.2
QI001996,QTN00662,PRD0018,98,1999,10,19590.2,176311.8
QI001997,QTN00663,PRD0008,3,199,0,0.0,597.0
QI001998,QTN00663,PRD0004,1,799,0,0.0,799.0
QI001999,QTN00663,PRD0015,1,999,5,49.95,949.05
QI002000,QTN00663,PRD0018,61,1999,5,6096.95,115842.05
QI002001,QTN00664,PRD0016,2,699,15,209.7,1188.3
QI002002,QTN00664,PRD0008,3,199,10,59.7,537.3
QI002003,QTN00664,PRD0002,82,599,0,0.0,49118.0
QI002004,QTN00665,PRD0018,2,1999,5,199.9,3798.1
QI002005,QTN00665,PRD0001,1,299,15,44.85,254.15
QI002006,QTN00665,PRD0007,584,499,15,43712.4,247703.6
QI002007,QTN00666,PRD0020,2,599,15,179.7,1018.3
QI002008,QTN00666,PRD0004,3,799,15,359.55,2037.45
QI002009,QTN00666,PRD0017,2,499,5,49.9,948.1
QI002010,QTN00666,PRD0013,238,899,0,0.0,213962.0
QI002011,QTN00667,PRD0003,3,999,0,0.0,2997.0
QI002012,QTN00667,PRD0005,186,1499,5,13940.7,264873.3
QI002013,QTN00668,PRD0002,112,599,15,10063.2,57024.8
QI002014,QTN00669,PRD0012,2,399,15,119.7,678.3
QI002015,QTN00669,PRD0005,1,1499,15,224.85,1274.15
QI002016,QTN00669,PRD0019,2,799,0,0.0,1598.0
QI002017,QTN00669,PRD0018,3,1999,5,299.85,5697.15
QI002018,QTN00669,PRD0008,202,199,15,6029.7,34168.3
QI002019,QTN00670,PRD0009,1,149,15,22.35,126.65
QI002020,QTN00670,PRD0005,2,1499,0,0.0,2998.0
QI002021,QTN00670,PRD0008,1,199,10,19.9,179.1
QI002022,QTN00670,PRD0006,574,249,10,14292.6,128633.4
QI002023,QTN00671,PRD0003,67,999,5,3346.65,63586.35
QI002024,QTN00672,PRD0010,3,199,0,0.0,597.0
QI002025,QTN00672,PRD0008,2,199,5,19.9,378.1
QI002026,QTN00672,PRD0005,176,1499,15,39573.6,224250.4
QI002027,QTN00673,PRD0017,3,499,15,224.55,1272.45
QI002028,QTN00673,PRD0019,1,799,0,0.0,799.0
QI002029,QTN00673,PRD0016,296,699,0,0.0,206904.0
QI002030,QTN00674,PRD0020,3,599,15,269.55,1527.45
QI002031,QTN00674,PRD0005,85,1499,15,19112.25,108302.75
QI002032,QTN00675,PRD0005,1,1499,15,224.85,1274.15
QI002033,QTN00675,PRD0017,304,499,10,15169.6,136526.4
QI002034,QTN00676,PRD0019,2,799,10,159.8,1438.2
QI002035,QTN00676,PRD0008,1365,199,0,0.0,271635.0
QI002036,QTN00677,PRD0006,1,249,15,37.35,211.65
QI002037,QTN00677,PRD0019,2,799,5,79.9,1518.1
QI002038,QTN00677,PRD0014,1,1199,15,179.85,1019.15
QI002039,QTN00677,PRD0011,2,699,15,209.7,1188.3
QI002040,QTN00677,PRD0012,567,399,0,0.0,226233.0
QI002041,QTN00678,PRD0014,2,1199,10,239.8,2158.2
QI002042,QTN00678,PRD0005,1,1499,15,224.85,1274.15
QI002043,QTN00678,PRD0009,3,149,0,0.0,447.0
QI002044,QTN00678,PRD0001,184,299,0,0.0,55016.0
QI002045,QTN00679,PRD0002,2,599,0,0.0,1198.0
QI002046,QTN00679,PRD0014,3,1199,0,0.0,3597.0
QI002047,QTN00679,PRD0015,1,999,10,99.9,899.1
QI002048,QTN00679,PRD0018,49,1999,5,4897.55,93053.45
QI002049,QTN00680,PRD0020,2,599,10,119.8,1078.2
QI002050,QTN00680,PRD0012,1,399,5,19.95,379.05
QI002051,QTN00680,PRD0010,2,199,10,39.8,358.2
QI002052,QTN00680,PRD0009,203,149,15,4537.05,25709.95
QI002053,QTN00681,PRD0014,3,1199,15,539.55,3057.45
QI002054,QTN00681,PRD0010,1,199,0,0.0,199.0
QI002055,QTN00681,PRD0002,117,599,5,3504.15,66578.85
QI002056,QTN00682,PRD0011,150,699,10,10485.0,94365.0
QI002057,QTN00683,PRD0013,3,899,10,269.7,2427.3
QI002058,QTN00683,PRD0011,3,699,10,209.7,1887.3
QI002059,QTN00683,PRD0004,66,799,0,0.0,52734.0
QI002060,QTN00684,PRD0014,92,1199,5,5515.4,104792.6
QI002061,QTN00685,PRD0007,1,499,15,74.85,424.15
QI002062,QTN00685,PRD0002,1,599,10,59.9,539.1
QI002063,QTN00685,PRD0005,3,1499,5,224.85,4272.15
QI002064,QTN00685,PRD0015,294,999,5,14685.3,279020.7
QI002065,QTN00686,PRD0019,267,799,15,31999.95,181333.05
QI002066,QTN00687,PRD0011,2,699,5,69.9,1328.1
QI002067,QTN00687,PRD0006,1096,249,10,27290.4,245613.6
QI002068,QTN00688,PRD0003,210,999,15,31468.5,178321.5
QI002069,QTN00689,PRD0008,578,199,0,0.0,115022.0
QI002070,QTN00690,PRD0016,2,699,5,69.9,1328.1
QI002071,QTN00690,PRD0018,2,1999,0,0.0,3998.0
QI002072,QTN00690,PRD0003,3,999,0,0.0,2997.0
QI002073,QTN00690,PRD0004,264,799,15,31640.4,179295.6
QI002074,QTN00691,PRD0012,2,399,5,39.9,758.1
QI002075,QTN00691,PRD0011,3,699,5,104.85,1992.15
QI002076,QTN00691,PRD0018,3,1999,5,299.85,5697.15
QI002077,QTN00691,PRD0006,1,249,15,37.35,211.65
QI002078,QTN00691,PRD0017,394,499,10,19660.6,176945.4
QI002079,QTN00692,PRD0016,2,699,15,209.7,1188.3
QI002080,QTN00692,PRD0010,3,199,5,29.85,567.15
QI002081,QTN00692,PRD0001,2,299,15,89.7,508.3
QI002082,QTN00692,PRD0005,2,1499,10,299.8,2698.2
QI002083,QTN00692,PRD0002,18,599,15,1617.3,9164.7
QI002084,QTN00693,PRD0017,1,499,15,74.85,424.15
QI002085,QTN00693,PRD0002,128,599,10,7667.2,69004.8
QI002086,QTN00694,PRD0008,2,199,5,19.9,378.1
QI002087,QTN00694,PRD0012,1,399,5,19.95,379.05
QI002088,QTN00694,PRD0019,3,799,10,239.7,2157.3
QI002089,QTN00694,PRD0005,3,1499,10,449.7,4047.3
QI002090,QTN00694,PRD0006,788,249,5,9810.6,186401.4
QI002091,QTN00695,PRD0006,3,249,10,74.7,672.3
QI002092,QTN00695,PRD0013,322,899,0,0.0,289478.0
QI002093,QTN00696,PRD0005,3,1499,15,674.55,3822.45
QI002094,QTN00696,PRD0011,3,699,15,314.55,1782.45
QI002095,QTN00696,PRD0010,293,199,10,5830.7,52476.3
QI002096,QTN00697,PRD0005,1,1499,0,0.0,1499.0
QI002097,QTN00697,PRD0008,1,199,15,29.85,169.15
QI002098,QTN00697,PRD0012,1,399,0,0.0,399.0
QI002099,QTN00697,PRD0004,121,799,0,0.0,96679.0
QI002100,QTN00698,PRD0019,2,799,5,79.9,1518.1
QI002101,QTN00698,PRD0006,396,249,10,9860.4,88743.6
QI002102,QTN00699,PRD0018,1,1999,0,0.0,1999.0
QI002103,QTN00699,PRD0013,3,899,10,269.7,2427.3
QI002104,QTN00699,PRD0004,220,799,5,8789.0,166991.0
QI002105,QTN00700,PRD0005,1,1499,10,149.9,1349.1
