OrderID,QuoteID,AccountID,OrderDate,OrderAmount,ShippingMethod,OrderStatus
ORD01237,QTN02462,ACC01020,2023-02-14,106209.1,Express,Shipped
ORD01238,QTN02463,ACC03684,2023-01-18,109121.05,Overnight,Delivered
ORD01239,QTN02466,ACC04429,2022-12-29,287395.7,Overnight,Processing
ORD01240,QTN02468,ACC03279,2023-03-11,234164.6,Standard,Shipped
ORD01241,QTN02469,ACC01068,2023-03-12,64728.0,Express,Shipped
ORD01242,QTN02470,ACC04531,2023-03-06,65277.5,Standard,Delivered
ORD01243,QTN02471,ACC02867,2023-02-28,166402.8,Express,Shipped
ORD01244,QTN02472,ACC03448,2022-12-29,140845.15,Express,Processing
ORD01245,QTN02474,ACC04416,2023-04-03,165326.95,Express,Shipped
ORD01246,QTN02475,ACC04657,2023-03-22,264462.9,Standard,Shipped
ORD01247,QTN02478,ACC03452,2023-03-28,168531.35,Overnight,Shipped
ORD01248,QTN02481,ACC03674,2024-07-02,40473.0,Standard,Shipped
ORD01249,QTN02483,ACC04051,2024-03-25,65836.65,Overnight,Processing
ORD01250,QTN02486,ACC01401,2024-06-14,179509.9,Express,Delivered
ORD01251,QTN02487,ACC04291,2024-05-25,236844.0,Overnight,Processing
ORD01252,QTN02488,ACC01041,2024-06-14,74541.05,Standard,Delivered
ORD01253,QTN02490,ACC04019,2024-04-17,146058.7,Overnight,Processing
ORD01254,QTN02493,ACC01077,2024-04-22,113141.9,Overnight,Shipped
ORD01255,QTN02494,ACC04788,2024-04-10,14613.6,Standard,Shipped
ORD01256,QTN02496,ACC02758,2024-04-27,232303.4,Standard,Processing
ORD01257,QTN02498,ACC02981,2024-06-29,158864.15,Overnight,Shipped
ORD01258,QTN02499,ACC03168,2024-05-25,83607.0,Standard,Delivered
ORD01259,QTN02500,ACC00940,2024-04-09,161198.75,Standard,Shipped
ORD01260,QTN02502,ACC00704,2024-04-01,105302.85,Express,Shipped
ORD01261,QTN02504,ACC04974,2024-05-21,267393.6,Overnight,Processing
ORD01262,QTN02509,ACC04990,2024-05-20,88023.6,Express,Delivered
ORD01263,QTN02510,ACC03386,2024-04-07,175219.2,Standard,Delivered
ORD01264,QTN02511,ACC04849,2024-05-25,245489.7,Overnight,Processing
ORD01265,QTN02512,ACC01117,2024-04-15,200897.3,Express,Processing
ORD01266,QTN02513,ACC03374,2024-06-03,216303.9,Standard,Shipped
ORD01267,QTN02514,ACC03117,2024-05-20,175190.4,Express,Delivered
ORD01268,QTN02515,ACC02309,2024-05-16,71669.5,Express,Delivered
ORD01269,QTN02516,ACC00083,2024-04-23,198652.5,Overnight,Shipped
ORD01270,QTN02517,ACC00569,2024-07-13,232774.8,Standard,Shipped
ORD01271,QTN02518,ACC00903,2024-06-17,28775.15,Express,Delivered
ORD01272,QTN02519,ACC01391,2024-05-15,151703.45,Overnight,Delivered
ORD01273,QTN02520,ACC00087,2024-04-12,163824.55,Express,Delivered
ORD01274,QTN02523,ACC04914,2024-04-04,193247.7,Standard,Delivered
ORD01275,QTN02524,ACC02921,2024-06-22,89759.9,Express,Processing
ORD01276,QTN02525,ACC03977,2024-04-02,148894.35,Express,Processing
ORD01277,QTN02527,ACC02003,2024-04-09,111766.45,Express,Delivered
ORD01278,QTN02528,ACC04502,2024-05-20,134922.0,Overnight,Shipped
ORD01279,QTN02529,ACC01004,2024-06-11,5632.2,Overnight,Processing
ORD01280,QTN02534,ACC00221,2024-05-29,294681.2,Express,Shipped
ORD01281,QTN02537,ACC00312,2024-05-17,8084.7,Express,Delivered
ORD01282,QTN02542,ACC03442,2024-04-27,90859.4,Overnight,Delivered
ORD01283,QTN02543,ACC01948,2024-06-16,8288.7,Overnight,Processing
ORD01284,QTN02546,ACC04546,2024-04-15,57443.7,Express,Processing
ORD01285,QTN02547,ACC01031,2024-05-07,39615.6,Express,Shipped
ORD01286,QTN02549,ACC04056,2024-06-15,34254.8,Standard,Shipped
ORD01287,QTN02550,ACC02724,2024-05-10,227261.25,Express,Processing
ORD01288,QTN02551,ACC01890,2024-04-10,96145.35,Express,Delivered
ORD01289,QTN02558,ACC00011,2024-05-05,151104.75,Overnight,Shipped
ORD01290,QTN02559,ACC04218,2024-04-24,47481.0,Overnight,Shipped
ORD01291,QTN02563,ACC01727,2024-06-20,21080.45,Overnight,Shipped
ORD01292,QTN02564,ACC03361,2024-05-08,92773.8,Standard,Processing
ORD01293,QTN02566,ACC01865,2024-05-23,185159.25,Standard,Processing
ORD01294,QTN02568,ACC04919,2024-03-30,154730.55,Standard,Shipped
ORD01295,QTN02572,ACC01127,2024-04-12,72838.3,Overnight,Shipped
ORD01296,QTN02573,ACC01329,2024-04-10,121445.7,Express,Delivered
ORD01297,QTN02574,ACC01503,2024-07-01,152665.9,Express,Delivered
ORD01298,QTN02576,ACC03405,2024-07-09,149215.55,Standard,Delivered
ORD01299,QTN02577,ACC00762,2024-04-06,149368.05,Express,Delivered
ORD01300,QTN02578,ACC00166,2024-06-22,131459.4,Express,Delivered
ORD01301,QTN02579,ACC03726,2024-06-27,219160.05,Standard,Delivered
ORD01302,QTN02580,ACC02112,2024-03-26,266284.45,Overnight,Processing
ORD01303,QTN02581,ACC04331,2024-05-26,228474.05,Standard,Delivered
ORD01304,QTN02582,ACC04357,2024-04-21,174761.8,Overnight,Processing
ORD01305,QTN02583,ACC03924,2024-05-17,88982.8,Standard,Shipped
ORD01306,QTN02585,ACC02749,2024-05-12,193024.85,Express,Processing
ORD01307,QTN02587,ACC01583,2024-04-28,169709.9,Standard,Processing
ORD01308,QTN02592,ACC03546,2024-07-01,251710.45,Overnight,Delivered
ORD01309,QTN02599,ACC04185,2024-04-15,45668.2,Express,Delivered
ORD01310,QTN02601,ACC01691,2024-04-09,104343.45,Overnight,Shipped
ORD01311,QTN02602,ACC03661,2024-04-12,41951.1,Overnight,Processing
ORD01312,QTN02603,ACC00103,2024-04-18,47829.6,Standard,Processing
ORD01313,QTN02604,ACC04593,2024-06-09,195087.4,Standard,Delivered
ORD01314,QTN02605,ACC03594,2024-05-06,12744.65,Overnight,Shipped
ORD01315,QTN02608,ACC04605,2024-04-20,213364.6,Overnight,Processing
ORD01316,QTN02613,ACC01690,2024-06-28,151472.4,Overnight,Shipped
ORD01317,QTN02616,ACC01798,2024-06-07,97570.4,Overnight,Shipped
ORD01318,QTN02617,ACC02038,2024-05-12,129334.4,Overnight,Delivered
ORD01319,QTN02619,ACC02088,2024-06-28,99493.4,Standard,Processing
ORD01320,QTN02620,ACC03994,2024-04-16,184630.0,Express,Processing
ORD01321,QTN02621,ACC00921,2024-06-18,26946.0,Overnight,Processing
ORD01322,QTN02624,ACC01889,2024-06-08,267866.0,Standard,Processing
ORD01323,QTN02627,ACC04201,2024-05-14,131271.3,Overnight,Shipped
ORD01324,QTN02628,ACC00186,2024-06-24,55826.3,Standard,Delivered
ORD01325,QTN02630,ACC01004,2024-05-16,14075.3,Express,Processing
ORD01326,QTN02632,ACC02320,2024-06-19,125631.2,Overnight,Shipped
ORD01327,QTN02633,ACC04676,2024-04-19,83432.9,Express,Shipped
ORD01328,QTN02635,ACC02764,2024-06-02,57203.95,Standard,Delivered
ORD01329,QTN02636,ACC03113,2024-04-12,68451.0,Standard,Shipped
ORD01330,QTN02637,ACC02456,2024-04-02,25653.5,Overnight,Shipped
ORD01331,QTN02638,ACC02913,2024-06-18,20550.45,Express,Shipped
ORD01332,QTN02643,ACC01491,2024-05-08,214791.7,Express,Delivered
ORD01333,QTN02646,ACC00761,2024-06-03,36924.95,Overnight,Processing
ORD01334,QTN02648,ACC04445,2024-06-11,126329.1,Express,Delivered
ORD01335,QTN02650,ACC00497,2024-05-10,255323.4,Overnight,Shipped
ORD01336,QTN02652,ACC04500,2024-04-23,259347.65,Standard,Delivered
ORD01337,QTN02654,ACC00195,2024-05-22,99103.8,Standard,Shipped
ORD01338,QTN02655,ACC01444,2024-07-08,45374.2,Standard,Shipped
ORD01339,QTN02656,ACC01450,2024-04-12,5251.65,Express,Shipped
ORD01340,QTN02658,ACC04653,2024-04-04,82256.4,Overnight,Delivered
ORD01341,QTN02659,ACC03611,2024-04-28,124104.25,Overnight,Shipped
ORD01342,QTN02663,ACC00168,2024-05-17,87796.35,Express,Delivered
ORD01343,QTN02664,ACC01717,2024-04-30,12739.2,Standard,Processing
ORD01344,QTN02665,ACC00953,2024-05-12,234300.85,Overnight,Shipped
ORD01345,QTN02671,ACC00504,2023-11-03,18013.4,Standard,Processing
ORD01346,QTN02672,ACC03959,2023-10-10,61842.6,Express,Processing
ORD01347,QTN02674,ACC03569,2023-11-19,43099.2,Standard,Delivered
ORD01348,QTN02676,ACC03970,2023-11-03,58696.7,Overnight,Shipped
ORD01349,QTN02677,ACC03085,2023-10-05,112704.75,Express,Processing
ORD01350,QTN02678,ACC01478,2023-09-23,117652.25,Express,Shipped
ORD01351,QTN02681,ACC01042,2023-11-15,230631.3,Express,Delivered
ORD01352,QTN02684,ACC02541,2023-10-13,72068.9,Standard,Processing
ORD01353,QTN02685,ACC04779,2023-09-26,15522.0,Overnight,Shipped
ORD01354,QTN02686,ACC00938,2023-10-06,229996.5,Overnight,Processing
ORD01355,QTN02694,ACC00351,2023-10-15,168923.4,Overnight,Processing
ORD01356,QTN02695,ACC01707,2023-10-20,49514.4,Standard,Processing
ORD01357,QTN02698,ACC02909,2023-11-16,268830.9,Express,Processing
ORD01358,QTN02702,ACC03569,2023-10-19,5976.0,Overnight,Processing
ORD01359,QTN02704,ACC01674,2023-11-21,78182.15,Overnight,Shipped
ORD01360,QTN02705,ACC03279,2023-10-14,87523.45,Standard,Delivered
ORD01361,QTN02707,ACC02769,2023-10-26,225606.1,Standard,Shipped
ORD01362,QTN02708,ACC04812,2023-11-13,87674.4,Standard,Shipped
ORD01363,QTN02709,ACC01866,2023-09-17,87812.05,Standard,Shipped
ORD01364,QTN02710,ACC03862,2023-09-16,214782.65,Overnight,Processing
ORD01365,QTN02712,ACC04123,2023-11-23,283735.1,Express,Shipped
ORD01366,QTN02713,ACC01769,2023-11-11,137766.15,Standard,Shipped
ORD01367,QTN02715,ACC01227,2023-11-01,38009.0,Standard,Delivered
ORD01368,QTN02718,ACC01452,2023-12-01,79501.95,Standard,Processing
ORD01369,QTN02719,ACC00721,2023-12-09,37551.75,Overnight,Processing
ORD01370,QTN02722,ACC02705,2023-11-25,135728.0,Overnight,Processing
ORD01371,QTN02723,ACC02456,2023-09-20,250848.9,Express,Delivered
ORD01372,QTN02725,ACC03745,2023-11-05,208578.1,Overnight,Delivered
ORD01373,QTN02727,ACC04913,2023-12-01,99553.35,Express,Delivered
ORD01374,QTN02729,ACC03808,2023-11-15,238665.6,Express,Processing
ORD01375,QTN02732,ACC04720,2023-10-23,213914.8,Standard,Processing
ORD01376,QTN02733,ACC03559,2023-09-25,229794.65,Standard,Delivered
ORD01377,QTN02734,ACC00292,2023-10-17,152006.1,Express,Shipped
ORD01378,QTN02735,ACC01686,2023-09-21,188860.95,Express,Processing
ORD01379,QTN02737,ACC04388,2023-11-04,254493.85,Express,Delivered
ORD01380,QTN02738,ACC02247,2023-12-13,155006.0,Standard,Delivered
ORD01381,QTN02750,ACC04549,2023-09-26,98124.1,Overnight,Delivered
ORD01382,QTN02752,ACC02357,2023-11-29,238885.75,Express,Delivered
ORD01383,QTN02753,ACC00326,2023-10-16,261434.6,Overnight,Shipped
ORD01384,QTN02754,ACC01723,2023-10-20,9692.5,Overnight,Delivered
ORD01385,QTN02758,ACC03685,2023-11-13,204150.75,Standard,Delivered
ORD01386,QTN02759,ACC00547,2023-11-18,54248.65,Express,Delivered
ORD01387,QTN02760,ACC04819,2023-10-02,99194.4,Standard,Shipped
ORD01388,QTN02761,ACC00385,2023-11-24,29210.3,Standard,Processing
ORD01389,QTN02762,ACC02319,2023-11-08,44537.7,Overnight,Delivered
ORD01390,QTN02765,ACC01298,2023-11-20,171164.3,Overnight,Processing
ORD01391,QTN02770,ACC03760,2023-11-03,252675.75,Express,Processing
ORD01392,QTN02771,ACC01581,2023-11-10,162932.8,Overnight,Shipped
ORD01393,QTN02772,ACC03762,2023-09-25,165644.85,Overnight,Delivered
ORD01394,QTN02773,ACC01600,2023-11-19,59381.0,Express,Processing
ORD01395,QTN02775,ACC02928,2023-10-28,182547.15,Overnight,Processing
ORD01396,QTN02781,ACC02748,2023-09-28,80506.35,Express,Processing
ORD01397,QTN02784,ACC01720,2023-10-01,146600.0,Standard,Shipped
ORD01398,QTN02788,ACC02767,2023-10-30,202352.2,Express,Delivered
ORD01399,QTN02789,ACC01507,2023-11-30,114760.0,Overnight,Shipped
ORD01400,QTN02793,ACC02514,2023-09-21,82967.2,Overnight,Shipped
ORD01401,QTN02794,ACC03470,2023-11-12,158312.6,Overnight,Delivered
ORD01402,QTN02795,ACC00877,2023-10-02,230196.75,Overnight,Processing
ORD01403,QTN02798,ACC02613,2023-11-24,213612.25,Standard,Shipped
ORD01404,QTN02800,ACC02644,2023-12-05,8400.9,Overnight,Processing
ORD01405,QTN02802,ACC00203,2023-11-16,20304.05,Standard,Delivered
ORD01406,QTN02805,ACC02834,2023-12-03,228430.45,Express,Delivered
ORD01407,QTN02806,ACC01906,2023-10-19,13392.0,Overnight,Delivered
ORD01408,QTN02807,ACC01132,2023-11-07,21828.15,Standard,Shipped
ORD01409,QTN02812,ACC01722,2023-11-07,86102.45,Express,Delivered
ORD01410,QTN02814,ACC03779,2023-10-04,30262.55,Standard,Processing
ORD01411,QTN02815,ACC03911,2023-11-24,203796.0,Standard,Shipped
ORD01412,QTN02816,ACC02699,2023-11-30,182690.85,Express,Delivered
ORD01413,QTN02817,ACC00717,2023-11-12,58794.2,Standard,Shipped
ORD01414,QTN02818,ACC01213,2023-10-25,186401.4,Overnight,Delivered
ORD01415,QTN02819,ACC04669,2023-11-04,54357.65,Standard,Processing
ORD01416,QTN02822,ACC02489,2023-09-15,247132.05,Overnight,Processing
ORD01417,QTN02823,ACC04282,2023-10-23,68421.3,Standard,Processing
ORD01418,QTN02825,ACC03049,2023-12-06,11356.0,Express,Delivered
ORD01419,QTN02833,ACC04368,2025-02-12,196723.2,Overnight,Shipped
ORD01420,QTN02836,ACC03151,2025-01-17,96282.45,Express,Processing
ORD01421,QTN02838,ACC00561,2025-03-20,225404.05,Express,Delivered
ORD01422,QTN02839,ACC04820,2025-01-05,206312.85,Standard,Shipped
ORD01423,QTN02841,ACC03892,2025-02-18,278814.0,Express,Shipped
ORD01424,QTN02842,ACC00955,2025-02-03,139221.0,Standard,Shipped
ORD01425,QTN02849,ACC04932,2025-02-05,192914.65,Overnight,Delivered
ORD01426,QTN02850,ACC01451,2025-01-15,204872.6,Express,Shipped
ORD01427,QTN02851,ACC03684,2025-02-08,159797.0,Express,Processing
ORD01428,QTN02852,ACC02442,2025-02-28,136032.65,Overnight,Processing
ORD01429,QTN02853,ACC01440,2025-01-31,239418.15,Standard,Shipped
ORD01430,QTN02854,ACC02121,2025-02-24,31866.3,Standard,Delivered
ORD01431,QTN02856,ACC00220,2025-03-06,265379.9,Overnight,Processing
ORD01432,QTN02857,ACC00298,2025-03-28,58759.5,Overnight,Delivered
ORD01433,QTN02859,ACC03010,2025-01-27,59266.6,Standard,Processing
ORD01434,QTN02860,ACC02637,2025-01-31,51896.0,Standard,Shipped
ORD01435,QTN02863,ACC03642,2025-02-26,222618.65,Express,Processing
ORD01436,QTN02864,ACC04048,2025-02-09,36188.05,Standard,Delivered
ORD01437,QTN02866,ACC04598,2025-02-13,118875.65,Overnight,Delivered
ORD01438,QTN02867,ACC04095,2025-03-17,29820.0,Express,Processing
ORD01439,QTN02869,ACC03822,2025-03-01,225750.6,Standard,Shipped
ORD01440,QTN02871,ACC01643,2025-02-01,203358.65,Express,Shipped
ORD01441,QTN02876,ACC04793,2025-01-19,29909.7,Standard,Delivered
ORD01442,QTN02881,ACC03116,2025-01-23,132438.9,Standard,Delivered
ORD01443,QTN02882,ACC00776,2025-01-21,178143.0,Standard,Processing
ORD01444,QTN02884,ACC00111,2025-01-19,49832.3,Overnight,Processing
ORD01445,QTN02885,ACC03681,2025-01-15,128932.1,Standard,Shipped
ORD01446,QTN02886,ACC03150,2025-01-17,164835.0,Express,Shipped
ORD01447,QTN02888,ACC04171,2025-03-03,249552.45,Standard,Delivered
ORD01448,QTN02889,ACC01805,2025-01-22,98043.55,Standard,Shipped
ORD01449,QTN02891,ACC03599,2025-02-06,55052.3,Express,Delivered
ORD01450,QTN02892,ACC02267,2025-02-15,52069.5,Express,Delivered
ORD01451,QTN02898,ACC01491,2025-01-21,262025.1,Standard,Shipped
ORD01452,QTN02901,ACC00718,2025-03-09,38866.25,Overnight,Shipped
ORD01453,QTN02902,ACC02028,2025-03-01,25315.1,Standard,Delivered
ORD01454,QTN02903,ACC04338,2025-03-14,71940.0,Standard,Processing
ORD01455,QTN02906,ACC04698,2025-03-25,143215.35,Express,Processing
ORD01456,QTN02907,ACC02543,2025-03-12,144531.6,Overnight,Shipped
ORD01457,QTN02912,ACC00898,2025-02-25,258781.3,Overnight,Processing
ORD01458,QTN02914,ACC02823,2025-01-12,107147.25,Standard,Delivered
ORD01459,QTN02916,ACC00968,2025-03-07,148982.7,Overnight,Delivered
ORD01460,QTN02918,ACC03405,2025-02-12,254871.7,Standard,Processing
ORD01461,QTN02920,ACC01057,2025-02-19,243038.9,Standard,Shipped
ORD01462,QTN02923,ACC02933,2025-01-17,112884.2,Standard,Processing
ORD01463,QTN02926,ACC03787,2025-03-25,80199.65,Express,Processing
ORD01464,QTN02929,ACC04709,2025-01-21,221837.75,Standard,Delivered
ORD01465,QTN02930,ACC02574,2025-03-20,249803.35,Overnight,Shipped
ORD01466,QTN02933,ACC03395,2025-02-27,130968.9,Overnight,Processing
ORD01467,QTN02935,ACC02929,2025-01-11,240183.3,Standard,Delivered
ORD01468,QTN02936,ACC02161,2025-02-06,141099.65,Overnight,Shipped
ORD01469,QTN02938,ACC04785,2025-01-25,221226.0,Overnight,Delivered
ORD01470,QTN02939,ACC01949,2025-01-17,130065.95,Express,Delivered
ORD01471,QTN02940,ACC02941,2025-02-02,220123.05,Standard,Shipped
ORD01472,QTN02944,ACC04165,2025-01-27,238288.0,Express,Shipped
ORD01473,QTN02946,ACC03810,2025-04-05,87919.3,Overnight,Shipped
ORD01474,QTN02947,ACC02754,2025-01-25,141957.05,Express,Shipped
ORD01475,QTN02948,ACC00356,2025-01-29,171324.9,Standard,Processing
ORD01476,QTN02950,ACC00219,2025-02-15,246362.55,Overnight,Processing
ORD01477,QTN02951,ACC00228,2025-02-07,152923.6,Standard,Processing
ORD01478,QTN02952,ACC01627,2025-02-09,197462.25,Express,Shipped
ORD01479,QTN02956,ACC00142,2025-02-25,52778.35,Standard,Delivered
ORD01480,QTN02958,ACC01094,2025-03-06,240814.35,Standard,Shipped
ORD01481,QTN02961,ACC03308,2025-02-17,243706.05,Express,Shipped
ORD01482,QTN02964,ACC01852,2025-02-01,220607.65,Standard,Processing
ORD01483,QTN02965,ACC04848,2025-03-25,50864.05,Overnight,Shipped
ORD01484,QTN02971,ACC02996,2025-01-25,283386.9,Overnight,Delivered
ORD01485,QTN02974,ACC01712,2025-02-21,220368.2,Standard,Processing
ORD01486,QTN02977,ACC04625,2025-01-19,268224.3,Express,Processing
ORD01487,QTN02979,ACC02878,2025-02-12,189768.0,Overnight,Processing
ORD01488,QTN02981,ACC04364,2025-01-19,150718.1,Express,Delivered
ORD01489,QTN02982,ACC01823,2025-02-04,5586.9,Overnight,Shipped
ORD01490,QTN02984,ACC01496,2022-11-19,61639.95,Standard,Processing
ORD01491,QTN02986,ACC02279,2022-11-27,36658.8,Express,Delivered
ORD01492,QTN02988,ACC02194,2023-01-16,77132.4,Overnight,Processing
ORD01493,QTN02989,ACC04619,2022-12-27,130105.95,Express,Processing
ORD01494,QTN02990,ACC00395,2022-11-12,137051.95,Standard,Processing
ORD01495,QTN02991,ACC01686,2023-02-15,243462.65,Standard,Processing
ORD01496,QTN02992,ACC04725,2023-01-03,124811.9,Standard,Shipped
ORD01497,QTN02993,ACC03320,2023-01-24,111197.7,Overnight,Delivered
ORD01498,QTN02994,ACC01644,2022-10-14,235783.9,Standard,Delivered
ORD01499,QTN02997,ACC04195,2022-10-14,191630.95,Express,Processing
ORD01500,QTN02998,ACC03137,2023-01-03,187578.0,Standard,Processing
ORD01501,QTN03002,ACC02244,2023-03-12,220202.2,Express,Processing
ORD01502,QTN03005,ACC04389,2023-01-13,252898.2,Express,Processing
ORD01503,QTN03006,ACC03151,2023-02-07,140382.6,Express,Processing
ORD01504,QTN03008,ACC02022,2022-11-28,200664.35,Overnight,Shipped
ORD01505,QTN03009,ACC04572,2022-11-17,138639.8,Overnight,Shipped
ORD01506,QTN03012,ACC02653,2022-11-23,23195.7,Standard,Shipped
ORD01507,QTN03014,ACC01221,2023-02-03,217965.95,Express,Processing
ORD01508,QTN03015,ACC02833,2022-12-10,170788.25,Standard,Processing
ORD01509,QTN03018,ACC02483,2023-01-14,56849.65,Express,Shipped
ORD01510,QTN03022,ACC04462,2022-10-02,79235.55,Standard,Delivered
ORD01511,QTN03024,ACC04665,2022-12-06,82871.15,Overnight,Processing
ORD01512,QTN03025,ACC01625,2022-09-30,94969.6,Express,Shipped
ORD01513,QTN03027,ACC03496,2022-10-04,34218.05,Overnight,Shipped
ORD01514,QTN03033,ACC04688,2022-12-26,255695.65,Standard,Shipped
ORD01515,QTN03039,ACC00563,2022-11-16,60095.7,Standard,Shipped
ORD01516,QTN03044,ACC03646,2023-01-14,240179.4,Overnight,Delivered
ORD01517,QTN03047,ACC04021,2022-10-07,189164.4,Overnight,Delivered
ORD01518,QTN03052,ACC02461,2022-10-28,181947.15,Standard,Shipped
ORD01519,QTN03054,ACC00208,2023-01-14,192315.15,Overnight,Shipped
ORD01520,QTN03055,ACC03110,2022-12-19,95786.1,Overnight,Shipped
ORD01521,QTN03058,ACC00467,2022-11-11,4403.7,Overnight,Delivered
ORD01522,QTN03059,ACC00617,2023-03-18,251170.0,Express,Shipped
ORD01523,QTN03066,ACC04890,2023-02-19,228553.1,Standard,Shipped
ORD01524,QTN03067,ACC02855,2023-01-21,128215.7,Standard,Processing
ORD01525,QTN03073,ACC03209,2023-03-02,184647.0,Express,Processing
ORD01526,QTN03074,ACC00555,2022-10-18,58435.0,Express,Delivered
ORD01527,QTN03076,ACC01647,2022-10-30,83281.5,Overnight,Processing
ORD01528,QTN03077,ACC02727,2022-10-28,23031.7,Standard,Processing
ORD01529,QTN03079,ACC00206,2022-09-29,82783.25,Standard,Shipped
ORD01530,QTN03083,ACC04299,2023-02-09,44232.15,Overnight,Processing
ORD01531,QTN03085,ACC04351,2022-11-20,220779.0,Standard,Delivered
ORD01532,QTN03086,ACC01980,2022-10-04,101549.7,Express,Shipped
ORD01533,QTN03089,ACC02795,2022-11-13,76485.35,Standard,Processing
ORD01534,QTN03090,ACC00172,2022-10-18,127170.8,Overnight,Shipped
ORD01535,QTN03091,ACC02551,2023-01-05,11248.05,Overnight,Delivered
ORD01536,QTN03094,ACC00032,2023-02-21,5230.1,Overnight,Processing
ORD01537,QTN03095,ACC04829,2023-01-02,280344.0,Overnight,Shipped
ORD01538,QTN03099,ACC00928,2022-11-21,118754.7,Overnight,Processing
ORD01539,QTN03100,ACC00553,2023-02-23,171583.55,Standard,Shipped
ORD01540,QTN03101,ACC04351,2023-01-27,134923.75,Express,Processing
ORD01541,QTN03103,ACC03461,2022-10-18,170116.0,Standard,Processing
ORD01542,QTN03104,ACC01375,2023-01-29,51256.5,Standard,Delivered
ORD01543,QTN03106,ACC00189,2022-10-06,50712.0,Standard,Delivered
ORD01544,QTN03110,ACC00978,2022-10-12,187934.1,Standard,Shipped
ORD01545,QTN03111,ACC01845,2023-03-04,166742.5,Standard,Processing
ORD01546,QTN03114,ACC04640,2022-12-17,182214.0,Overnight,Processing
ORD01547,QTN03116,ACC01324,2022-11-10,194813.4,Express,Processing
ORD01548,QTN03118,ACC01229,2023-02-14,207546.25,Standard,Delivered
ORD01549,QTN03119,ACC00073,2022-11-22,208730.25,Standard,Processing
ORD01550,QTN03122,ACC01636,2022-12-30,21424.55,Overnight,Shipped
ORD01551,QTN03123,ACC00587,2022-12-30,236213.1,Express,Delivered
ORD01552,QTN03125,ACC04155,2022-10-07,138107.15,Express,Delivered
ORD01553,QTN03129,ACC04141,2022-11-19,85957.0,Express,Shipped
ORD01554,QTN03130,ACC02833,2022-12-14,85427.55,Standard,Processing
ORD01555,QTN03131,ACC02800,2023-03-07,187136.45,Express,Delivered
ORD01556,QTN03133,ACC02099,2022-09-21,87266.9,Overnight,Shipped
ORD01557,QTN03135,ACC03514,2022-12-26,36048.7,Overnight,Delivered
ORD01558,QTN03136,ACC01262,2023-02-13,13609.95,Overnight,Shipped
ORD01559,QTN03139,ACC00148,2023-10-26,208232.1,Overnight,Delivered
ORD01560,QTN03143,ACC01220,2023-12-04,27196.3,Standard,Shipped
ORD01561,QTN03144,ACC02441,2023-12-21,54197.25,Overnight,Delivered
ORD01562,QTN03146,ACC03430,2023-11-02,101232.45,Standard,Processing
ORD01563,QTN03147,ACC02335,2023-10-19,265993.35,Standard,Delivered
ORD01564,QTN03151,ACC02512,2023-12-30,242897.45,Express,Delivered
ORD01565,QTN03155,ACC03111,2023-11-21,27195.2,Standard,Delivered
ORD01566,QTN03156,ACC04595,2023-12-19,34862.4,Overnight,Processing
ORD01567,QTN03157,ACC03138,2023-12-07,215694.3,Overnight,Processing
ORD01568,QTN03159,ACC02142,2023-11-02,88127.15,Standard,Shipped
ORD01569,QTN03160,ACC03328,2024-01-13,170240.45,Standard,Processing
ORD01570,QTN03161,ACC03935,2024-01-11,102787.85,Express,Processing
ORD01571,QTN03162,ACC02342,2024-01-18,165158.0,Standard,Delivered
ORD01572,QTN03165,ACC01704,2023-11-18,157726.75,Overnight,Delivered
ORD01573,QTN03167,ACC01187,2023-10-23,191910.45,Express,Processing
ORD01574,QTN03169,ACC01988,2024-01-11,6042.75,Standard,Processing
ORD01575,QTN03170,ACC02686,2023-12-22,254904.95,Standard,Shipped
ORD01576,QTN03171,ACC04647,2023-11-29,113540.3,Standard,Delivered
ORD01577,QTN03174,ACC03721,2024-01-19,138878.6,Standard,Shipped
ORD01578,QTN03176,ACC04867,2024-01-08,209866.5,Overnight,Shipped
ORD01579,QTN03177,ACC02055,2023-12-31,155679.0,Express,Shipped
ORD01580,QTN03179,ACC04061,2023-10-23,134601.55,Express,Delivered
ORD01581,QTN03182,ACC01239,2024-01-12,109945.0,Standard,Shipped
ORD01582,QTN03183,ACC01674,2023-11-07,180559.6,Overnight,Delivered
ORD01583,QTN03184,ACC01457,2023-11-28,86062.15,Overnight,Processing
ORD01584,QTN03192,ACC01584,2023-10-19,192909.45,Express,Processing
ORD01585,QTN03193,ACC00254,2024-01-20,200864.0,Standard,Shipped
ORD01586,QTN03194,ACC03942,2023-11-04,209110.2,Express,Shipped
ORD01587,QTN03195,ACC01193,2024-01-02,18643.35,Standard,Shipped
ORD01588,QTN03196,ACC00082,2024-01-10,148674.9,Express,Processing
ORD01589,QTN03198,ACC02421,2024-01-31,12969.15,Standard,Delivered
ORD01590,QTN03203,ACC02348,2023-12-05,39257.8,Express,Delivered
ORD01591,QTN03206,ACC03359,2024-01-26,230911.0,Express,Delivered
ORD01592,QTN03207,ACC04530,2023-11-16,31387.1,Express,Delivered
ORD01593,QTN03213,ACC02138,2023-12-13,240377.15,Overnight,Shipped
ORD01594,QTN03214,ACC02478,2023-10-31,165271.5,Standard,Processing
ORD01595,QTN03217,ACC02227,2023-12-17,175152.2,Standard,Processing
ORD01596,QTN03220,ACC00181,2023-11-28,24273.0,Overnight,Delivered
