TicketID,AccountID,ContactID,AssignedUserID,Category,Priority,Status,CreatedDate,ResolvedDate
TKT00895,ACC00916,CON002766,USR0188,Configuration,Medium,In Progress,2023-06-16,
TKT00896,ACC00322,CON000983,USR0179,Installation,Medium,In Progress,2024-10-24,
TKT00897,ACC02099,CON006285,USR0033,Login Issue,Low,Closed,2023-10-03,2023-10-12
TKT00898,ACC01272,CON003831,USR0189,Installation,Medium,In Progress,2024-04-30,
TKT00899,ACC02223,CON006652,USR0133,Software Bug,High,Open,2024-09-07,
TKT00900,ACC02119,CON006333,USR0142,Installation,High,Resolved,2024-09-14,2024-09-26
TKT00901,ACC02579,CON007704,USR0189,Billing,Critical,Closed,2024-03-09,2024-03-23
TKT00902,ACC00996,CON002999,USR0133,Feature Request,High,In Progress,2023-09-16,
TKT00903,ACC03751,CON011282,USR0033,Login Issue,Low,Closed,2024-11-24,2024-12-04
TKT00904,ACC02050,CON006131,USR0179,Installation,High,Resolved,2024-06-07,2024-06-16
TKT00905,ACC03391,CON010205,USR0189,Feature Request,Low,Open,2023-11-02,
TKT00906,ACC04456,CON013366,USR0165,Billing,High,Resolved,2023-12-11,2023-12-22
TKT00907,ACC01423,CON004284,USR0179,Software Bug,Medium,Resolved,2023-09-25,2023-09-29
TKT00908,ACC00081,CON000234,USR0101,Billing,Medium,Closed,2023-02-28,2023-03-11
TKT00909,ACC03603,CON010828,USR0048,Billing,Critical,Closed,2023-01-27,2023-02-01
TKT00910,ACC03874,CON011659,USR0189,Login Issue,Medium,Closed,2024-02-19,2024-03-02
TKT00911,ACC03692,CON011099,USR0133,Installation,Critical,In Progress,2023-12-18,
TKT00912,ACC02291,CON006868,USR0033,Billing,Medium,Resolved,2024-11-18,2024-11-27
TKT00913,ACC03825,CON011512,USR0179,Billing,Low,In Progress,2024-11-04,
TKT00914,ACC03113,CON009333,USR0189,Installation,High,In Progress,2024-04-27,
TKT00915,ACC01376,CON004143,USR0029,Installation,High,In Progress,2024-07-26,
TKT00916,ACC04812,CON014442,USR0165,Software Bug,High,Open,2024-11-01,
TKT00917,ACC01654,CON004973,USR0148,Configuration,High,Resolved,2023-08-17,2023-08-24
TKT00918,ACC01631,CON004898,USR0179,Billing,Critical,Resolved,2024-01-16,2024-01-26
TKT00919,ACC03428,CON010317,USR0148,Configuration,Low,Closed,2023-05-01,2023-05-02
TKT00920,ACC03289,CON009893,USR0188,Performance,Low,In Progress,2024-04-28,
TKT00921,ACC00746,CON002212,USR0142,Billing,Critical,Closed,2024-11-28,2024-12-07
TKT00922,ACC03476,CON010475,USR0029,Software Bug,Medium,In Progress,2023-02-25,
TKT00923,ACC00302,CON000915,USR0189,Feature Request,Medium,Closed,2023-12-17,2023-12-27
TKT00924,ACC00450,CON001356,USR0165,Configuration,Low,In Progress,2023-11-20,
TKT00925,ACC03343,CON010065,USR0061,Software Bug,High,Resolved,2024-05-14,2024-05-25
TKT00926,ACC03340,CON010053,USR0180,Login Issue,Critical,Open,2024-10-11,
TKT00927,ACC00372,CON001135,USR0048,Configuration,Medium,In Progress,2023-10-08,
TKT00928,ACC00158,CON000472,USR0189,Feature Request,Low,In Progress,2024-08-13,
TKT00929,ACC03232,CON009713,USR0061,Feature Request,Critical,Closed,2023-05-13,2023-05-24
TKT00930,ACC04511,CON013534,USR0029,Login Issue,Low,Closed,2024-03-15,2024-03-22
TKT00931,ACC02084,CON006240,USR0180,Installation,High,In Progress,2024-06-30,
TKT00932,ACC00298,CON000899,USR0188,Configuration,Medium,Resolved,2023-01-15,2023-01-28
TKT00933,ACC03749,CON011275,USR0029,Installation,Medium,Open,2023-01-19,
TKT00934,ACC02394,CON007160,USR0179,Software Bug,Low,Resolved,2023-08-20,2023-08-25
TKT00935,ACC01795,CON005382,USR0189,Login Issue,Low,Resolved,2024-01-28,2024-01-31
TKT00936,ACC00126,CON000377,USR0165,Installation,High,Resolved,2023-11-02,2023-11-10
TKT00937,ACC00794,CON002362,USR0033,Billing,Critical,In Progress,2024-03-20,
TKT00938,ACC03675,CON011050,USR0188,Software Bug,Critical,In Progress,2024-01-03,
TKT00939,ACC00119,CON000359,USR0188,Software Bug,Medium,In Progress,2023-01-20,
TKT00940,ACC04131,CON012425,USR0148,Performance,Medium,Open,2023-08-05,
TKT00941,ACC04832,CON014502,USR0048,Installation,Low,Resolved,2023-05-07,2023-05-19
TKT00942,ACC02690,CON008063,USR0189,Performance,Low,Resolved,2024-01-20,2024-02-02
TKT00943,ACC02312,CON006927,USR0180,Installation,Low,Open,2024-08-31,
TKT00944,ACC00973,CON002933,USR0142,Login Issue,Low,Open,2024-10-31,
TKT00945,ACC04219,CON012673,USR0133,Login Issue,High,Closed,2024-03-02,2024-03-09
TKT00946,ACC01749,CON005243,USR0033,Software Bug,Low,In Progress,2024-04-30,
TKT00947,ACC04141,CON012453,USR0029,Login Issue,High,Closed,2023-11-05,2023-11-16
TKT00948,ACC01067,CON003213,USR0033,Feature Request,Low,In Progress,2024-09-29,
TKT00949,ACC03811,CON011467,USR0101,Billing,Low,Open,2024-06-07,
TKT00950,ACC00400,CON001210,USR0101,Performance,Medium,Closed,2023-04-19,2023-04-23
TKT00951,ACC01194,CON003590,USR0101,Billing,Critical,In Progress,2023-09-27,
TKT00952,ACC02237,CON006698,USR0189,Login Issue,Critical,In Progress,2023-10-30,
TKT00953,ACC00766,CON002279,USR0165,Software Bug,Low,Closed,2023-08-01,2023-08-07
TKT00954,ACC04058,CON012206,USR0180,Login Issue,Critical,Open,2023-01-14,
TKT00955,ACC02288,CON006858,USR0101,Configuration,Low,Open,2023-06-02,
TKT00956,ACC03208,CON009635,USR0133,Software Bug,Critical,Resolved,2023-04-14,2023-04-25
TKT00957,ACC01873,CON005594,USR0142,Login Issue,Low,Resolved,2023-10-31,2023-11-08
TKT00958,ACC03647,CON010956,USR0180,Configuration,High,Open,2023-06-28,
TKT00959,ACC04690,CON014081,USR0179,Installation,Low,Resolved,2024-01-04,2024-01-11
TKT00960,ACC00176,CON000527,USR0048,Login Issue,Medium,Open,2023-04-08,
TKT00961,ACC01770,CON005308,USR0133,Billing,High,In Progress,2024-11-10,
TKT00962,ACC03015,CON009061,USR0033,Installation,Low,Resolved,2024-03-24,2024-04-08
TKT00963,ACC03903,CON011748,USR0165,Login Issue,Critical,Resolved,2024-01-17,2024-01-20
TKT00964,ACC04731,CON014198,USR0189,Configuration,Critical,Closed,2024-02-14,2024-02-19
TKT00965,ACC00313,CON000954,USR0101,Configuration,Medium,Closed,2024-05-04,2024-05-15
TKT00966,ACC04782,CON014352,USR0148,Installation,Low,In Progress,2023-04-26,
TKT00967,ACC03277,CON009860,USR0029,Feature Request,Critical,Open,2023-06-13,
TKT00968,ACC02723,CON008157,USR0180,Performance,Critical,Closed,2024-08-05,2024-08-08
TKT00969,ACC03508,CON010566,USR0133,Configuration,Medium,Open,2024-01-03,
TKT00970,ACC01510,CON004569,USR0148,Feature Request,Critical,Closed,2024-05-09,2024-05-11
TKT00971,ACC01672,CON005019,USR0165,Billing,High,Open,2023-02-17,
TKT00972,ACC04072,CON012245,USR0188,Installation,High,In Progress,2023-01-13,
TKT00973,ACC00113,CON000343,USR0101,Feature Request,Medium,Open,2024-06-15,
TKT00974,ACC02364,CON007074,USR0165,Installation,Critical,Resolved,2024-05-08,2024-05-19
TKT00975,ACC00956,CON002875,USR0061,Login Issue,Medium,Open,2023-06-02,
TKT00976,ACC02170,CON006497,USR0133,Feature Request,Medium,Closed,2024-06-01,2024-06-15
TKT00977,ACC02789,CON008365,USR0029,Software Bug,High,Closed,2023-03-18,2023-03-24
TKT00978,ACC03524,CON010609,USR0101,Performance,Medium,Open,2023-10-12,
TKT00979,ACC01409,CON004243,USR0148,Configuration,Medium,Closed,2024-07-17,2024-07-24
TKT00980,ACC02556,CON007648,USR0029,Configuration,Critical,Closed,2023-03-22,2023-03-30
TKT00981,ACC04095,CON012307,USR0179,Billing,Low,Closed,2023-04-01,2023-04-09
TKT00982,ACC01568,CON004737,USR0148,Login Issue,Critical,Open,2024-05-24,
TKT00983,ACC01048,CON003160,USR0148,Performance,Low,Open,2024-02-27,
TKT00984,ACC00417,CON001268,USR0033,Performance,Medium,Resolved,2023-04-04,2023-04-19
TKT00985,ACC00518,CON001540,USR0180,Billing,Low,Closed,2024-11-01,2024-11-07
TKT00986,ACC03547,CON010682,USR0180,Performance,Critical,Closed,2023-08-17,2023-08-23
TKT00987,ACC04123,CON012399,USR0148,Feature Request,Low,Resolved,2024-11-03,2024-11-15
TKT00988,ACC01845,CON005517,USR0029,Login Issue,High,In Progress,2023-04-10,
TKT00989,ACC02685,CON008045,USR0180,Performance,High,Resolved,2023-12-30,2024-01-08
TKT00990,ACC00896,CON002698,USR0101,Software Bug,Critical,Open,2023-04-19,
TKT00991,ACC04141,CON012452,USR0048,Billing,Medium,Closed,2023-05-24,2023-05-26
TKT00992,ACC02900,CON008694,USR0101,Configuration,Critical,Open,2023-07-12,
TKT00993,ACC04227,CON012701,USR0180,Configuration,Medium,Closed,2023-08-09,2023-08-23
TKT00994,ACC01724,CON005164,USR0061,Configuration,Critical,Open,2023-12-13,
TKT00995,ACC03779,CON011365,USR0180,Configuration,Critical,Open,2023-02-17,
TKT00996,ACC01208,CON003629,USR0048,Feature Request,Low,In Progress,2024-04-13,
TKT00997,ACC01709,CON005118,USR0133,Performance,Critical,Open,2024-06-27,
TKT00998,ACC01055,CON003174,USR0133,Performance,Medium,Closed,2024-08-22,2024-09-06
TKT00999,ACC03399,CON010232,USR0133,Installation,Medium,In Progress,2024-08-15,
TKT01000,ACC00937,CON002827,USR0101,Performance,High,Closed,2023-04-17,2023-04-28
TKT01001,ACC04598,CON013798,USR0133,Performance,Medium,Closed,2024-05-31,2024-06-07
TKT01002,ACC00323,CON000985,USR0180,Billing,Critical,Closed,2023-10-08,2023-10-14
TKT01003,ACC00560,CON001673,USR0180,Feature Request,High,In Progress,2023-05-17,
TKT01004,ACC01599,CON004807,USR0142,Installation,Medium,Resolved,2024-07-14,2024-07-26
TKT01005,ACC03337,CON010039,USR0188,Performance,High,In Progress,2023-07-25,
TKT01006,ACC03055,CON009179,USR0048,Installation,Medium,In Progress,2023-12-20,
TKT01007,ACC01291,CON003888,USR0029,Login Issue,High,Resolved,2024-05-30,2024-06-11
TKT01008,ACC01926,CON005744,USR0189,Performance,Critical,Closed,2024-07-29,2024-08-08
TKT01009,ACC03479,CON010483,USR0189,Configuration,Critical,Resolved,2024-11-21,2024-12-06
TKT01010,ACC04980,CON014952,USR0165,Login Issue,Critical,Open,2023-01-14,
TKT01011,ACC01177,CON003545,USR0142,Installation,Low,Open,2023-05-29,
TKT01012,ACC02177,CON006516,USR0188,Configuration,Medium,Resolved,2023-07-24,2023-08-06
TKT01013,ACC03776,CON011359,USR0179,Configuration,Low,Resolved,2023-10-21,2023-10-24
TKT01014,ACC02503,CON007488,USR0188,Configuration,Low,In Progress,2023-10-30,
TKT01015,ACC04890,CON014669,USR0179,Performance,Medium,Closed,2024-01-03,2024-01-05
TKT01016,ACC04488,CON013464,USR0189,Performance,High,Closed,2024-10-24,2024-10-28
TKT01017,ACC02389,CON007148,USR0179,Feature Request,Critical,Open,2024-11-11,
TKT01018,ACC04767,CON014312,USR0048,Login Issue,Low,Resolved,2024-03-02,2024-03-11
TKT01019,ACC03011,CON009052,USR0189,Performance,Critical,In Progress,2023-09-15,
TKT01020,ACC01088,CON003281,USR0179,Performance,Medium,Resolved,2023-08-19,2023-09-01
TKT01021,ACC04566,CON013697,USR0148,Software Bug,Low,Resolved,2023-07-18,2023-07-26
TKT01022,ACC04628,CON013884,USR0180,Installation,Low,In Progress,2023-07-11,
TKT01023,ACC04649,CON013952,USR0189,Feature Request,High,Open,2024-01-22,
TKT01024,ACC01235,CON003703,USR0033,Software Bug,High,Resolved,2024-07-23,2024-07-26
TKT01025,ACC00231,CON000701,USR0101,Installation,Medium,Resolved,2023-01-06,2023-01-14
TKT01026,ACC01242,CON003726,USR0133,Billing,Low,In Progress,2023-02-10,
TKT01027,ACC01802,CON005410,USR0180,Configuration,High,Resolved,2024-10-02,2024-10-10
TKT01028,ACC03277,CON009859,USR0142,Software Bug,Medium,Resolved,2023-03-16,2023-03-25
TKT01029,ACC04833,CON014504,USR0189,Configuration,Medium,Open,2024-06-17,
TKT01030,ACC04268,CON012811,USR0165,Billing,Medium,Closed,2024-03-01,2024-03-03
TKT01031,ACC00717,CON002128,USR0165,Billing,High,Resolved,2023-08-07,2023-08-13
TKT01032,ACC02076,CON006217,USR0048,Configuration,Low,Closed,2023-08-12,2023-08-21
TKT01033,ACC01554,CON004702,USR0179,Software Bug,Medium,Resolved,2023-04-28,2023-05-06
TKT01034,ACC04521,CON013569,USR0180,Configuration,Low,Resolved,2023-02-10,2023-02-17
TKT01035,ACC02763,CON008290,USR0142,Installation,High,Resolved,2024-01-31,2024-02-09
TKT01036,ACC00062,CON000183,USR0189,Configuration,Critical,Resolved,2023-01-26,2023-02-04
TKT01037,ACC01735,CON005197,USR0148,Billing,Medium,Open,2024-05-13,
TKT01038,ACC00190,CON000566,USR0033,Login Issue,Medium,Open,2023-11-25,
TKT01039,ACC00796,CON002368,USR0142,Installation,Low,Open,2024-07-04,
TKT01040,ACC01798,CON005396,USR0148,Configuration,Critical,In Progress,2023-08-04,
TKT01041,ACC03187,CON009575,USR0148,Performance,Critical,In Progress,2023-04-17,
TKT01042,ACC00028,CON000072,USR0048,Installation,Medium,Open,2024-10-24,
TKT01043,ACC03130,CON009384,USR0148,Billing,Low,Closed,2023-01-25,2023-02-06
TKT01044,ACC02701,CON008094,USR0029,Login Issue,Medium,Open,2023-03-31,
TKT01045,ACC04789,CON014381,USR0188,Performance,Medium,Open,2023-09-15,
TKT01046,ACC01371,CON004128,USR0033,Feature Request,Critical,Closed,2023-09-22,2023-09-29
TKT01047,ACC00064,CON000187,USR0165,Feature Request,Low,Resolved,2024-03-19,2024-03-20
TKT01048,ACC00382,CON001158,USR0188,Installation,Low,Open,2024-07-01,
TKT01049,ACC03623,CON010883,USR0188,Installation,Low,Open,2024-08-22,
TKT01050,ACC04172,CON012529,USR0189,Billing,High,Open,2024-01-02,
TKT01051,ACC04573,CON013719,USR0179,Billing,Critical,Open,2024-09-13,
TKT01052,ACC02363,CON007072,USR0180,Installation,Low,Closed,2024-01-26,2024-02-09
TKT01053,ACC03845,CON011569,USR0188,Performance,Medium,In Progress,2024-04-30,
TKT01054,ACC02931,CON008797,USR0033,Configuration,High,Closed,2023-05-20,2023-06-02
TKT01055,ACC01866,CON005576,USR0029,Billing,High,In Progress,2024-10-11,
TKT01056,ACC00635,CON001886,USR0148,Login Issue,Low,In Progress,2023-01-12,
TKT01057,ACC02291,CON006868,USR0033,Performance,Low,Closed,2023-01-06,2023-01-15
TKT01058,ACC04440,CON013309,USR0188,Installation,High,In Progress,2023-11-09,
TKT01059,ACC01940,CON005781,USR0061,Installation,Medium,Closed,2023-08-05,2023-08-20
TKT01060,ACC02650,CON007934,USR0101,Software Bug,High,In Progress,2023-06-14,
TKT01061,ACC04349,CON013041,USR0133,Software Bug,Low,Open,2023-07-18,
TKT01062,ACC04947,CON014844,USR0101,Performance,Low,Closed,2024-07-16,2024-07-27
TKT01063,ACC02252,CON006752,USR0165,Billing,Low,Open,2023-10-25,
TKT01064,ACC03824,CON011510,USR0101,Billing,Medium,Closed,2023-07-22,2023-07-28
TKT01065,ACC04276,CON012828,USR0133,Login Issue,High,In Progress,2024-11-18,
TKT01066,ACC01812,CON005436,USR0188,Software Bug,High,Open,2024-09-26,
TKT01067,ACC01460,CON004403,USR0165,Performance,High,Closed,2024-05-12,2024-05-18
TKT01068,ACC01316,CON003962,USR0165,Performance,High,In Progress,2024-08-21,
TKT01069,ACC02440,CON007302,USR0179,Login Issue,High,Closed,2023-11-20,2023-11-23
TKT01070,ACC04090,CON012299,USR0101,Installation,Critical,In Progress,2023-09-10,
TKT01071,ACC04720,CON014163,USR0029,Installation,High,Resolved,2023-10-11,2023-10-14
TKT01072,ACC03118,CON009345,USR0101,Billing,High,Closed,2024-05-06,2024-05-14
TKT01073,ACC02676,CON008012,USR0048,Software Bug,Low,Open,2024-05-13,
TKT01074,ACC04760,CON014285,USR0029,Performance,Medium,In Progress,2023-10-15,
TKT01075,ACC02968,CON008919,USR0165,Installation,Low,Open,2023-09-27,
TKT01076,ACC04021,CON012083,USR0188,Configuration,Critical,Open,2023-01-20,
TKT01077,ACC03007,CON009044,USR0033,Login Issue,High,In Progress,2024-08-27,
TKT01078,ACC04672,CON014016,USR0188,Configuration,Medium,Closed,2024-07-10,2024-07-21
TKT01079,ACC00814,CON002435,USR0189,Configuration,High,Closed,2024-01-10,2024-01-14
TKT01080,ACC04799,CON014406,USR0142,Performance,Low,Closed,2023-05-18,2023-05-27
TKT01081,ACC03921,CON011800,USR0029,Login Issue,Medium,Resolved,2024-02-11,2024-02-20
TKT01082,ACC01342,CON004042,USR0061,Configuration,Medium,In Progress,2024-09-20,
TKT01083,ACC03498,CON010535,USR0061,Software Bug,Medium,In Progress,2024-04-01,
TKT01084,ACC01730,CON005184,USR0061,Software Bug,Critical,Resolved,2024-05-10,2024-05-11
TKT01085,ACC01981,CON005915,USR0133,Billing,High,Open,2023-08-26,
TKT01086,ACC00755,CON002241,USR0189,Installation,Medium,Open,2023-08-28,
TKT01087,ACC02229,CON006669,USR0165,Feature Request,Critical,Resolved,2024-06-14,2024-06-21
TKT01088,ACC03496,CON010529,USR0061,Installation,High,Open,2023-02-17,
TKT01089,ACC03308,CON009953,USR0061,Installation,High,Resolved,2023-04-16,2023-04-30
TKT01090,ACC01201,CON003608,USR0165,Feature Request,Critical,In Progress,2024-08-15,
TKT01091,ACC02301,CON006890,USR0061,Performance,High,Open,2024-01-10,
TKT01092,ACC02665,CON007980,USR0048,Performance,Critical,In Progress,2024-01-21,
TKT01093,ACC00483,CON001449,USR0061,Configuration,Critical,Resolved,2023-12-28,2024-01-05
TKT01094,ACC00900,CON002714,USR0188,Performance,Medium,Open,2024-09-10,
TKT01095,ACC03286,CON009889,USR0165,Software Bug,Low,In Progress,2024-03-26,
TKT01096,ACC00926,CON002794,USR0133,Software Bug,Medium,Resolved,2024-06-10,2024-06-14
TKT01097,ACC01696,CON005087,USR0033,Installation,Low,Resolved,2023-06-11,2023-06-21
TKT01098,ACC00237,CON000720,USR0180,Feature Request,High,In Progress,2024-11-07,
TKT01099,ACC04144,CON012460,USR0142,Feature Request,Critical,Closed,2023-04-27,2023-05-08
TKT01100,ACC03347,CON010077,USR0133,Installation,Critical,In Progress,2023-08-04,
TKT01101,ACC01637,CON004917,USR0142,Login Issue,Medium,In Progress,2023-01-23,
TKT01102,ACC02227,CON006664,USR0033,Software Bug,Low,In Progress,2024-08-10,
TKT01103,ACC01687,CON005063,USR0189,Login Issue,Medium,In Progress,2024-08-09,
TKT01104,ACC02223,CON006651,USR0148,Performance,Critical,In Progress,2023-09-22,
TKT01105,ACC02716,CON008137,USR0180,Installation,High,Open,2024-09-05,
TKT01106,ACC02298,CON006883,USR0101,Feature Request,Critical,In Progress,2023-03-29,
TKT01107,ACC01598,CON004805,USR0101,Software Bug,Critical,In Progress,2024-05-08,
TKT01108,ACC04959,CON014883,USR0142,Configuration,Medium,In Progress,2024-09-07,
TKT01109,ACC02280,CON006836,USR0133,Installation,High,Resolved,2024-09-30,2024-10-03
TKT01110,ACC03746,CON011262,USR0188,Software Bug,Critical,Open,2024-04-09,
TKT01111,ACC01970,CON005878,USR0061,Login Issue,Low,In Progress,2024-01-30,
TKT01112,ACC02797,CON008391,USR0189,Software Bug,Low,Closed,2023-07-27,2023-08-10
TKT01113,ACC02230,CON006674,USR0033,Performance,Low,Closed,2023-07-01,2023-07-16
TKT01114,ACC01255,CON003774,USR0180,Login Issue,Critical,Open,2024-06-28,
TKT01115,ACC00058,CON000166,USR0142,Performance,Low,In Progress,2024-11-06,
TKT01116,ACC02846,CON008520,USR0048,Feature Request,High,Closed,2024-11-25,2024-12-04
TKT01117,ACC02593,CON007754,USR0148,Configuration,Critical,Closed,2023-02-14,2023-02-18
TKT01118,ACC02370,CON007100,USR0029,Configuration,Low,Resolved,2024-01-26,2024-02-05
TKT01119,ACC01190,CON003575,USR0180,Billing,Critical,In Progress,2024-03-11,
TKT01120,ACC04198,CON012609,USR0142,Billing,Critical,Open,2023-08-27,
TKT01121,ACC01020,CON003070,USR0048,Login Issue,Low,In Progress,2023-09-21,
TKT01122,ACC01031,CON003109,USR0189,Performance,Low,Open,2024-08-14,
TKT01123,ACC00200,CON000602,USR0101,Installation,High,In Progress,2024-01-20,
TKT01124,ACC00455,CON001370,USR0133,Software Bug,Critical,Resolved,2024-02-23,2024-02-25
TKT01125,ACC02869,CON008595,USR0029,Configuration,Critical,Resolved,2024-10-29,2024-11-03
TKT01126,ACC03635,CON010919,USR0029,Billing,Critical,Resolved,2024-08-01,2024-08-11
TKT01127,ACC04209,CON012638,USR0061,Configuration,Critical,Closed,2023-07-28,2023-08-06
TKT01128,ACC01823,CON005461,USR0029,Performance,Critical,Resolved,2023-07-03,2023-07-12
TKT01129,ACC00123,CON000365,USR0142,Billing,Critical,Resolved,2023-09-17,2023-09-27
TKT01130,ACC01549,CON004685,USR0179,Installation,Medium,Open,2023-05-22,
TKT01131,ACC02414,CON007220,USR0048,Login Issue,Medium,In Progress,2024-04-02,
TKT01132,ACC00749,CON002220,USR0101,Billing,Low,Closed,2024-06-04,2024-06-17
TKT01133,ACC04236,CON012725,USR0179,Login Issue,Low,Closed,2023-06-14,2023-06-25
TKT01134,ACC03880,CON011677,USR0061,Performance,Critical,Closed,2023-05-29,2023-06-13
TKT01135,ACC04000,CON012033,USR0029,Billing,Medium,Open,2023-04-01,
TKT01136,ACC04894,CON014681,USR0029,Performance,Low,Open,2024-01-15,
TKT01137,ACC04439,CON013308,USR0188,Installation,High,Closed,2024-01-29,2024-02-08
TKT01138,ACC04792,CON014386,USR0148,Configuration,Medium,Open,2024-09-03,
TKT01139,ACC03488,CON010506,USR0133,Login Issue,Medium,Closed,2024-10-17,2024-10-25
TKT01140,ACC03396,CON010223,USR0188,Login Issue,Medium,Resolved,2024-11-03,2024-11-07
TKT01141,ACC03159,CON009476,USR0180,Installation,Low,In Progress,2024-09-21,
TKT01142,ACC00009,CON000017,USR0189,Installation,Low,In Progress,2024-01-04,
TKT01143,ACC03030,CON009108,USR0188,Billing,Critical,Open,2023-06-11,
TKT01144,ACC00081,CON000235,USR0029,Performance,Medium,Closed,2023-12-28,2024-01-04
TKT01145,ACC00633,CON001880,USR0165,Installation,Low,Open,2024-06-14,
TKT01146,ACC00020,CON000050,USR0101,Configuration,High,Resolved,2023-04-03,2023-04-15
TKT01147,ACC03743,CON011251,USR0180,Performance,Medium,Resolved,2023-12-22,2023-12-26
TKT01148,ACC04507,CON013519,USR0133,Login Issue,High,Closed,2024-04-10,2024-04-20
TKT01149,ACC03977,CON011970,USR0179,Login Issue,Low,Closed,2023-06-29,2023-07-08
TKT01150,ACC02752,CON008254,USR0179,Login Issue,High,Resolved,2024-05-30,2024-06-05
TKT01151,ACC04490,CON013468,USR0142,Feature Request,Critical,Resolved,2024-07-04,2024-07-16
TKT01152,ACC03206,CON009632,USR0142,Software Bug,High,Closed,2024-07-30,2024-08-12
TKT01153,ACC02996,CON009003,USR0165,Performance,Low,Closed,2024-04-14,2024-04-29
TKT01154,ACC02115,CON006326,USR0189,Billing,Low,Open,2024-05-08,
TKT01155,ACC01521,CON004603,USR0148,Installation,Medium,In Progress,2024-01-27,
TKT01156,ACC00201,CON000607,USR0048,Performance,Low,Closed,2023-11-20,2023-11-26
TKT01157,ACC03959,CON011913,USR0033,Billing,Low,In Progress,2023-09-27,
TKT01158,ACC01030,CON003105,USR0189,Performance,Medium,Resolved,2024-02-13,2024-02-15
TKT01159,ACC04405,CON013204,USR0142,Software Bug,High,Resolved,2024-05-02,2024-05-08
TKT01160,ACC00845,CON002527,USR0188,Feature Request,Medium,In Progress,2023-07-07,
TKT01161,ACC02931,CON008797,USR0189,Configuration,High,In Progress,2023-08-29,
TKT01162,ACC04923,CON014777,USR0033,Software Bug,Medium,In Progress,2023-07-31,
TKT01163,ACC00065,CON000193,USR0033,Configuration,Low,Resolved,2024-09-25,2024-09-28
TKT01164,ACC02813,CON008430,USR0189,Installation,Critical,Open,2023-05-03,
TKT01165,ACC02135,CON006383,USR0189,Configuration,Low,Open,2024-09-20,
TKT01166,ACC04468,CON013404,USR0179,Billing,Critical,Resolved,2024-05-08,2024-05-18
TKT01167,ACC02686,CON008048,USR0165,Software Bug,High,Resolved,2024-08-11,2024-08-19
TKT01168,ACC04987,CON014973,USR0165,Configuration,Medium,In Progress,2024-02-12,
TKT01169,ACC01446,CON004357,USR0188,Performance,Low,Closed,2023-02-25,2023-03-05
TKT01170,ACC02608,CON007806,USR0189,Configuration,Medium,Resolved,2024-05-29,2024-06-05
TKT01171,ACC00658,CON001959,USR0180,Installation,Critical,Open,2024-04-13,
TKT01172,ACC02431,CON007274,USR0165,Login Issue,Medium,Open,2023-11-20,
TKT01173,ACC04458,CON013369,USR0148,Billing,High,Open,2024-01-24,
TKT01174,ACC02222,CON006649,USR0133,Performance,High,Resolved,2024-09-19,2024-09-22
TKT01175,ACC04074,CON012249,USR0061,Performance,High,Resolved,2023-08-31,2023-09-08
TKT01176,ACC02000,CON005977,USR0133,Feature Request,Critical,In Progress,2024-01-10,
TKT01177,ACC04669,CON014010,USR0180,Configuration,High,Closed,2023-08-04,2023-08-16
TKT01178,ACC00172,CON000515,USR0188,Feature Request,Medium,Closed,2024-01-09,2024-01-14
TKT01179,ACC01861,CON005560,USR0189,Performance,Medium,In Progress,2024-08-08,
TKT01180,ACC01015,CON003057,USR0189,Software Bug,Critical,Resolved,2023-04-13,2023-04-26
TKT01181,ACC04530,CON013591,USR0189,Software Bug,Medium,In Progress,2024-01-26,
TKT01182,ACC04799,CON014406,USR0029,Software Bug,Critical,Open,2024-04-29,
TKT01183,ACC01507,CON004562,USR0101,Configuration,High,In Progress,2024-05-26,
TKT01184,ACC00282,CON000848,USR0133,Performance,Low,Resolved,2024-05-13,2024-05-18
TKT01185,ACC00113,CON000342,USR0048,Installation,Medium,Open,2024-02-12,
TKT01186,ACC00061,CON000178,USR0029,Configuration,High,In Progress,2023-03-03,
TKT01187,ACC01697,CON005088,USR0033,Feature Request,High,Open,2024-05-02,
TKT01188,ACC02750,CON008250,USR0033,Performance,High,Resolved,2023-09-24,2023-09-30
TKT01189,ACC03196,CON009602,USR0061,Feature Request,Low,Open,2023-12-19,
TKT01190,ACC01778,CON005333,USR0029,Performance,Medium,In Progress,2023-12-26,
TKT01191,ACC02753,CON008255,USR0061,Installation,Critical,Resolved,2023-10-19,2023-10-25
TKT01192,ACC04679,CON014041,USR0180,Feature Request,High,Open,2024-04-02,
TKT01193,ACC04394,CON013167,USR0148,Configuration,Medium,In Progress,2024-04-19,
TKT01194,ACC02810,CON008423,USR0188,Installation,Critical,Resolved,2024-10-17,2024-10-24
TKT01195,ACC03020,CON009076,USR0101,Software Bug,High,Open,2023-03-15,
TKT01196,ACC02156,CON006449,USR0061,Installation,High,Resolved,2023-08-22,2023-08-28
TKT01197,ACC03875,CON011661,USR0165,Feature Request,High,Closed,2023-10-01,2023-10-06
TKT01198,ACC03162,CON009488,USR0148,Software Bug,Medium,Closed,2024-08-24,2024-08-31
TKT01199,ACC03114,CON009337,USR0101,Installation,Medium,In Progress,2023-01-24,
TKT01200,ACC03354,CON010096,USR0189,Installation,Low,Resolved,2024-11-08,2024-11-20
TKT01201,ACC00237,CON000721,USR0179,Feature Request,Low,In Progress,2023-08-04,
