InvoiceID,OrderID,InvoiceDate,DueDate,SubTotal,Tax,TotalAmount,PaymentTerms,InvoiceStatus
INV01662,ORD01662,29-03-2024,13-04-2024,239134,43044.12,282178.12,Net 15,Overdue
INV01663,ORD01663,15-05-2024,14-06-2024,159668.4,28740.31,188408.71,Net 30,Paid
INV01664,ORD01664,26-04-2024,26-05-2024,123322.1,22197.98,145520.08,Net 30,Pending
INV01665,ORD01665,14-05-2024,13-06-2024,149549.6,26918.93,176468.53,Net 30,Paid
INV01666,ORD01666,10-04-2024,25-05-2024,204205.65,36757.02,240962.67,Net 45,Overdue
INV01667,ORD01667,19-04-2024,19-05-2024,74088.55,13335.94,87424.49,Net 30,Paid
INV01668,ORD01668,23-04-2024,23-05-2024,195310.9,35155.96,230466.86,Net 30,Paid
INV01669,ORD01669,31-03-2024,15-05-2024,78704.55,14166.82,92871.37,Net 45,Paid
INV01670,ORD01670,31-03-2024,15-05-2024,130237.55,23442.76,153680.31,Net 45,Paid
INV01671,ORD01671,13-05-2024,28-05-2024,196892.3,35440.61,232332.91,Net 15,Paid
INV01672,ORD01672,07-04-2024,22-05-2024,99700.55,17946.1,117646.65,Net 45,Overdue
INV01673,ORD01673,06-05-2024,21-05-2024,212129.55,38183.32,250312.87,Net 15,Pending
INV01674,ORD01674,27-09-2022,27-10-2022,110096.9,19817.44,129914.34,Net 30,Paid
INV01675,ORD01675,13-09-2022,28-09-2022,42511,7651.98,50162.98,Net 15,Paid
INV01676,ORD01676,31-10-2022,15-11-2022,150672.85,27121.11,177793.96,Net 15,Paid
INV01677,ORD01677,05-11-2022,20-12-2022,216029.7,38885.35,254915.05,Net 45,Overdue
INV01678,ORD01678,07-11-2022,07-12-2022,193806,34885.08,228691.08,Net 30,Paid
INV01679,ORD01679,09-10-2022,24-10-2022,97735.5,17592.39,115327.89,Net 15,Paid
INV01680,ORD01680,22-10-2022,21-11-2022,110333.55,19860.04,130193.59,Net 30,Paid
INV01681,ORD01681,03-11-2022,18-12-2022,66419.05,11955.43,78374.48,Net 45,Pending
INV01682,ORD01682,16-10-2022,15-11-2022,60777.9,10940.02,71717.92,Net 30,Paid
INV01683,ORD01683,24-09-2022,09-10-2022,104447.75,18800.59,123248.34,Net 15,Paid
INV01684,ORD01684,19-10-2022,18-11-2022,194152.95,34947.53,229100.48,Net 30,Paid
INV01685,ORD01685,12-10-2022,26-11-2022,202771.8,36498.92,239270.72,Net 45,Paid
INV01686,ORD01686,30-09-2022,14-11-2022,92122.2,16582,108704.2,Net 45,Paid
INV01687,ORD01687,07-11-2022,07-12-2022,217816.85,39207.03,257023.88,Net 30,Pending
INV01688,ORD01688,08-11-2022,23-11-2022,149039.65,26827.14,175866.79,Net 15,Paid
INV01689,ORD01689,16-10-2022,15-11-2022,149148.7,26846.77,175995.47,Net 30,Paid
INV01690,ORD01690,02-11-2022,17-12-2022,125864.7,22655.65,148520.35,Net 45,Pending
INV01691,ORD01691,22-09-2022,07-10-2022,219662.35,39539.22,259201.57,Net 15,Paid
INV01692,ORD01692,30-10-2022,14-12-2022,217987,39237.66,257224.66,Net 45,Pending
INV01693,ORD01693,17-09-2022,01-11-2022,31755.55,5716,37471.55,Net 45,Paid
INV01694,ORD01694,27-10-2022,11-12-2022,97964.4,17633.59,115597.99,Net 45,Paid
INV01695,ORD01695,08-10-2022,07-11-2022,56886,10239.48,67125.48,Net 30,Paid
INV01696,ORD01696,15-09-2022,30-09-2022,125035.1,22506.32,147541.42,Net 15,Pending
INV01697,ORD01697,19-11-2022,04-12-2022,44712.15,8048.19,52760.34,Net 15,Paid
INV01698,ORD01698,16-09-2022,31-10-2022,111758.4,20116.51,131874.91,Net 45,Paid
INV01699,ORD01699,18-09-2022,02-11-2022,194734.2,35052.16,229786.36,Net 45,Paid
INV01700,ORD01700,12-10-2022,27-10-2022,253122.65,45562.08,298684.73,Net 15,Paid
INV01701,ORD01701,20-09-2022,05-10-2022,182310.65,32815.92,215126.57,Net 15,Paid
INV01702,ORD01702,30-10-2022,14-12-2022,98217.45,17679.14,115896.59,Net 45,Overdue
INV01703,ORD01703,06-11-2022,21-11-2022,140263.75,25247.47,165511.22,Net 15,Overdue
INV01704,ORD01704,14-10-2022,28-11-2022,73085.55,13155.4,86240.95,Net 45,Pending
INV01705,ORD01705,03-10-2022,18-10-2022,24135.8,4344.44,28480.24,Net 15,Paid
INV01706,ORD01706,16-10-2022,15-11-2022,160897,28961.46,189858.46,Net 30,Paid
INV01707,ORD01707,30-10-2022,14-12-2022,116698.2,21005.68,137703.88,Net 45,Paid
INV01708,ORD01708,21-11-2022,06-12-2022,247865.4,44615.77,292481.17,Net 15,Pending
INV01709,ORD01709,27-09-2022,27-10-2022,19762.5,3557.25,23319.75,Net 30,Paid
INV01710,ORD01710,12-10-2022,11-11-2022,102654.15,18477.75,121131.9,Net 30,Overdue
INV01711,ORD01711,31-10-2022,15-12-2022,19983.25,3596.98,23580.23,Net 45,Paid
INV01712,ORD01712,24-10-2022,23-11-2022,177650.85,31977.15,209628,Net 30,Paid
INV01713,ORD01713,05-10-2022,20-10-2022,90036.2,16206.52,106242.72,Net 15,Paid
INV01714,ORD01714,30-10-2022,14-12-2022,43595.7,7847.23,51442.93,Net 45,Paid
INV01715,ORD01715,09-10-2022,23-11-2022,210504.6,37890.83,248395.43,Net 45,Paid
INV01716,ORD01716,23-09-2022,07-11-2022,257442,46339.56,303781.56,Net 45,Paid
INV01717,ORD01717,30-09-2022,14-11-2022,190591.8,34306.52,224898.32,Net 45,Pending
INV01718,ORD01718,03-10-2022,02-11-2022,259308.75,46675.57,305984.32,Net 30,Pending
INV01719,ORD01719,09-11-2022,24-12-2022,258963.15,46613.37,305576.52,Net 45,Pending
INV01720,ORD01720,05-11-2022,20-12-2022,173063.4,31151.41,204214.81,Net 45,Paid
INV01721,ORD01721,19-09-2022,19-10-2022,20458.75,3682.57,24141.32,Net 30,Overdue
INV01722,ORD01722,21-10-2022,05-12-2022,138836.35,24990.54,163826.89,Net 45,Paid
INV01723,ORD01723,19-10-2022,18-11-2022,116348.4,20942.71,137291.11,Net 30,Paid
INV01724,ORD01724,25-10-2022,09-12-2022,71989.2,12958.06,84947.26,Net 45,Paid
INV01725,ORD01725,02-10-2022,17-10-2022,225491.85,40588.53,266080.38,Net 15,Paid
INV01726,ORD01726,17-11-2022,02-12-2022,33542.05,6037.57,39579.62,Net 15,Paid
INV01727,ORD01727,26-09-2022,26-10-2022,165159.4,29728.69,194888.09,Net 30,Paid
INV01728,ORD01728,06-10-2022,20-11-2022,41764.8,7517.66,49282.46,Net 45,Pending
INV01729,ORD01729,11-10-2022,25-11-2022,177574.95,31963.49,209538.44,Net 45,Paid
INV01730,ORD01730,31-10-2022,15-11-2022,253204.05,45576.73,298780.78,Net 15,Paid
INV01731,ORD01731,07-10-2022,21-11-2022,157994.6,28439.03,186433.63,Net 45,Pending
INV01732,ORD01732,21-09-2022,21-10-2022,254404.15,45792.75,300196.9,Net 30,Paid
INV01733,ORD01733,12-10-2022,26-11-2022,131564.1,23681.54,155245.64,Net 45,Paid
INV01734,ORD01734,19-10-2022,03-12-2022,124501.6,22410.29,146911.89,Net 45,Paid
INV01735,ORD01735,19-10-2022,03-12-2022,99398.5,17891.73,117290.23,Net 45,Paid
INV01736,ORD01736,05-10-2022,04-11-2022,210441,37879.38,248320.38,Net 30,Pending
INV01737,ORD01737,17-10-2022,01-12-2022,90398.95,16271.81,106670.76,Net 45,Pending
INV01738,ORD01738,03-10-2022,18-10-2022,95721.8,17229.92,112951.72,Net 15,Paid
INV01739,ORD01739,24-08-2023,23-09-2023,116824.8,21028.46,137853.26,Net 30,Paid
INV01740,ORD01740,18-08-2023,02-10-2023,119221.2,21459.82,140681.02,Net 45,Paid
INV01741,ORD01741,04-11-2023,04-12-2023,103358.95,18604.61,121963.56,Net 30,Pending
INV01742,ORD01742,09-10-2023,24-10-2023,133071.3,23952.83,157024.13,Net 15,Pending
INV01743,ORD01743,01-12-2023,15-01-2024,164572.65,29623.08,194195.73,Net 45,Overdue
INV01744,ORD01744,22-09-2023,07-10-2023,236891.25,42640.42,279531.67,Net 15,Paid
INV01745,ORD01745,18-11-2023,02-01-2024,33923.1,6106.16,40029.26,Net 45,Pending
INV01746,ORD01746,22-08-2023,06-10-2023,181604,32688.72,214292.72,Net 45,Paid
INV01747,ORD01747,28-10-2023,12-12-2023,206160.25,37108.85,243269.1,Net 45,Paid
INV01748,ORD01748,22-11-2023,07-12-2023,75701,13626.18,89327.18,Net 15,Paid
INV01749,ORD01749,14-11-2023,14-12-2023,24520.6,4413.71,28934.31,Net 30,Paid
INV01750,ORD01750,11-11-2023,26-11-2023,161605.65,29089.02,190694.67,Net 15,Paid
INV01751,ORD01751,19-08-2023,03-09-2023,260315.25,46856.74,307171.99,Net 15,Pending
INV01752,ORD01752,08-08-2023,22-09-2023,133628.45,24053.12,157681.57,Net 45,Pending
INV01753,ORD01753,04-09-2023,19-10-2023,115942,20869.56,136811.56,Net 45,Overdue
INV01754,ORD01754,20-09-2023,05-10-2023,94753.95,17055.71,111809.66,Net 15,Pending
INV01755,ORD01755,24-07-2023,08-08-2023,207842.5,37411.65,245254.15,Net 15,Paid
INV01756,ORD01756,24-07-2023,07-09-2023,282323.25,50818.18,333141.43,Net 45,Paid
INV01757,ORD01757,30-08-2023,14-10-2023,167140.6,30085.31,197225.91,Net 45,Paid
INV01758,ORD01758,10-10-2023,25-10-2023,94188.8,16953.98,111142.78,Net 15,Pending
INV01759,ORD01759,06-12-2023,21-12-2023,234131,42143.58,276274.58,Net 15,Paid
INV01760,ORD01760,31-08-2023,15-09-2023,21684.3,3903.17,25587.47,Net 15,Overdue
INV01761,ORD01761,18-11-2023,18-12-2023,165565.2,29801.74,195366.94,Net 30,Pending
INV01762,ORD01762,13-10-2023,27-11-2023,274132,49343.76,323475.76,Net 45,Paid
INV01763,ORD01763,11-11-2023,26-11-2023,153061.15,27551.01,180612.16,Net 15,Paid
INV01764,ORD01764,12-09-2023,27-10-2023,241397,43451.46,284848.46,Net 45,Paid
INV01765,ORD01765,01-11-2023,16-12-2023,152248.65,27404.76,179653.41,Net 45,Paid
INV01766,ORD01766,19-10-2023,03-12-2023,92034.85,16566.27,108601.12,Net 45,Paid
INV01767,ORD01767,02-01-2024,17-01-2024,35738.3,6432.89,42171.19,Net 15,Pending
INV01768,ORD01768,23-07-2023,22-08-2023,233120.15,41961.63,275081.78,Net 30,Overdue
INV01769,ORD01769,29-11-2023,14-12-2023,219552.8,39519.5,259072.3,Net 15,Paid
INV01770,ORD01770,04-12-2023,18-01-2024,77739,13993.02,91732.02,Net 45,Paid
INV01771,ORD01771,15-12-2023,29-01-2024,220499,39689.82,260188.82,Net 45,Paid
INV01772,ORD01772,08-01-2024,22-02-2024,268561.8,48341.12,316902.92,Net 45,Overdue
INV01773,ORD01773,10-12-2023,24-01-2024,40696.5,7325.37,48021.87,Net 45,Paid
INV01774,ORD01774,19-01-2024,18-02-2024,44240.45,7963.28,52203.73,Net 30,Paid
INV01775,ORD01775,18-12-2023,17-01-2024,261378.15,47048.07,308426.22,Net 30,Overdue
INV01776,ORD01776,20-12-2023,03-02-2024,35675.35,6421.56,42096.91,Net 45,Paid
INV01777,ORD01777,15-01-2024,30-01-2024,42374.7,7627.45,50002.15,Net 15,Paid
INV01778,ORD01778,02-01-2024,17-01-2024,115855,20853.9,136708.9,Net 15,Paid
INV01779,ORD01779,25-12-2023,08-02-2024,211719,38109.42,249828.42,Net 45,Pending
INV01780,ORD01780,21-12-2023,20-01-2024,72767.95,13098.23,85866.18,Net 30,Overdue
INV01781,ORD01781,31-01-2024,16-03-2024,49201.4,8856.25,58057.65,Net 45,Paid
INV01782,ORD01782,22-12-2023,06-01-2024,19123.4,3442.21,22565.61,Net 15,Paid
INV01783,ORD01783,26-01-2024,11-03-2024,129055.5,23229.99,152285.49,Net 45,Pending
INV01784,ORD01784,20-01-2024,04-02-2024,179067.9,32232.22,211300.12,Net 15,Paid
INV01785,ORD01785,26-12-2023,25-01-2024,60351.1,10863.2,71214.3,Net 30,Paid
INV01786,ORD01786,03-12-2023,17-01-2024,67767.15,12198.09,79965.24,Net 45,Paid
INV01787,ORD01787,26-01-2024,11-03-2024,229130.75,41243.53,270374.28,Net 45,Overdue
INV01788,ORD01788,02-01-2024,01-02-2024,235362,42365.16,277727.16,Net 30,Pending
INV01789,ORD01789,28-12-2023,11-02-2024,234607.2,42229.3,276836.5,Net 45,Paid
INV01790,ORD01790,07-12-2023,22-12-2023,134303,24174.54,158477.54,Net 15,Paid
INV01791,ORD01791,06-02-2024,22-03-2024,163647.2,29456.5,193103.7,Net 45,Paid
INV01792,ORD01792,07-02-2024,22-02-2024,210923.25,37966.18,248889.43,Net 15,Overdue
INV01793,ORD01793,21-01-2024,06-03-2024,198053.1,35649.56,233702.66,Net 45,Paid
INV01794,ORD01794,03-01-2024,17-02-2024,98506.75,17731.22,116237.97,Net 45,Overdue
INV01795,ORD01795,13-12-2023,12-01-2024,165658.4,29818.51,195476.91,Net 30,Pending
INV01796,ORD01796,29-01-2024,14-03-2024,146755.9,26416.06,173171.96,Net 45,Overdue
INV01797,ORD01797,08-01-2024,23-01-2024,236994.05,42658.93,279652.98,Net 15,Overdue
INV01798,ORD01798,21-12-2023,20-01-2024,156703.95,28206.71,184910.66,Net 30,Paid
INV01799,ORD01799,22-01-2024,06-02-2024,173191.35,31174.44,204365.79,Net 15,Paid
INV01800,ORD01800,24-01-2024,23-02-2024,229973.65,41395.26,271368.91,Net 30,Overdue
INV01801,ORD01801,08-01-2024,22-02-2024,287606.2,51769.12,339375.32,Net 45,Paid
INV01802,ORD01802,03-01-2024,18-01-2024,87873.3,15817.19,103690.49,Net 15,Paid
INV01803,ORD01803,18-12-2023,01-02-2024,268186.95,48273.65,316460.6,Net 45,Paid
INV01804,ORD01804,01-02-2024,17-03-2024,159039.6,28627.13,187666.73,Net 45,Paid
INV01805,ORD01805,30-01-2024,14-02-2024,83505.25,15030.94,98536.19,Net 15,Paid
INV01806,ORD01806,14-12-2023,13-01-2024,29098.3,5237.69,34335.99,Net 30,Paid
INV01807,ORD01807,28-01-2024,12-02-2024,33102.05,5958.37,39060.42,Net 15,Paid
INV01808,ORD01808,02-01-2024,01-02-2024,246652.7,44397.49,291050.19,Net 30,Paid
INV01809,ORD01809,01-01-2024,31-01-2024,254332.5,45779.85,300112.35,Net 30,Paid
INV01810,ORD01810,10-01-2024,09-02-2024,151346.7,27242.41,178589.11,Net 30,Paid
INV01811,ORD01811,27-12-2023,26-01-2024,98362.65,17705.28,116067.93,Net 30,Paid
INV01812,ORD01812,12-12-2023,11-01-2024,226233,40721.94,266954.94,Net 30,Paid
INV01813,ORD01813,16-11-2022,01-12-2022,235569.6,42402.53,277972.13,Net 15,Overdue
INV01814,ORD01814,12-01-2023,27-01-2023,193395.8,34811.24,228207.04,Net 15,Pending
INV01815,ORD01815,30-01-2023,01-03-2023,155634,28014.12,183648.12,Net 30,Pending
INV01816,ORD01816,01-01-2023,31-01-2023,249695.8,44945.24,294641.04,Net 30,Overdue
INV01817,ORD01817,19-05-2023,03-06-2023,178542.7,32137.69,210680.39,Net 15,Pending
INV01818,ORD01818,21-04-2023,06-05-2023,113947.4,20510.53,134457.93,Net 15,Paid
INV01819,ORD01819,05-04-2023,20-04-2023,294327.45,52978.94,347306.39,Net 15,Paid
INV01820,ORD01820,06-01-2023,20-02-2023,135850.95,24453.17,160304.12,Net 45,Paid
INV01821,ORD01821,31-03-2023,30-04-2023,120268.2,21648.28,141916.48,Net 30,Pending
INV01822,ORD01822,25-04-2023,25-05-2023,17299.05,3113.83,20412.88,Net 30,Paid
INV01823,ORD01823,30-11-2022,15-12-2022,108227.8,19481,127708.8,Net 15,Paid
INV01824,ORD01824,08-05-2023,23-05-2023,87669.25,15780.47,103449.72,Net 15,Paid
INV01825,ORD01825,17-04-2023,17-05-2023,270415.35,48674.76,319090.11,Net 30,Pending
INV01826,ORD01826,12-12-2022,11-01-2023,183772.3,33079.01,216851.31,Net 30,Pending
INV01827,ORD01827,02-03-2023,01-04-2023,124663.6,22439.45,147103.05,Net 30,Paid
INV01828,ORD01828,24-04-2023,24-05-2023,216607.2,38989.3,255596.5,Net 30,Paid
INV01829,ORD01829,27-12-2022,11-01-2023,128650.55,23157.1,151807.65,Net 15,Paid
INV01830,ORD01830,06-12-2022,20-01-2023,147940.7,26629.33,174570.03,Net 45,Paid
INV01831,ORD01831,23-11-2022,07-01-2023,125077.35,22513.92,147591.27,Net 45,Pending
INV01832,ORD01832,21-03-2023,20-04-2023,30681.15,5522.61,36203.76,Net 30,Paid
INV01833,ORD01833,30-11-2022,14-01-2023,17992.7,3238.69,21231.39,Net 45,Paid
INV01834,ORD01834,10-05-2023,09-06-2023,70239.35,12643.08,82882.43,Net 30,Overdue
INV01835,ORD01835,25-01-2023,11-03-2023,106067,19092.06,125159.06,Net 45,Paid
INV01836,ORD01836,11-05-2023,26-05-2023,119832.6,21569.87,141402.47,Net 15,Overdue
INV01837,ORD01837,04-03-2023,03-04-2023,187906,33823.08,221729.08,Net 30,Paid
INV01838,ORD01838,09-04-2023,24-05-2023,61628.8,11093.18,72721.98,Net 45,Paid
INV01839,ORD01839,06-02-2023,21-02-2023,61411.65,11054.1,72465.75,Net 15,Paid
INV01840,ORD01840,31-03-2023,30-04-2023,48149.3,8666.87,56816.17,Net 30,Paid
INV01841,ORD01841,13-02-2023,30-03-2023,191133.95,34404.11,225538.06,Net 45,Paid
INV01842,ORD01842,30-03-2023,29-04-2023,44807.1,8065.28,52872.38,Net 30,Paid
INV01843,ORD01843,30-04-2023,30-05-2023,218176.25,39271.72,257447.97,Net 30,Pending
INV01844,ORD01844,02-02-2023,04-03-2023,61144.5,11006.01,72150.51,Net 30,Paid
INV01845,ORD01845,01-01-2023,16-01-2023,191800.4,34524.07,226324.47,Net 15,Paid
INV01846,ORD01846,03-03-2023,17-04-2023,230574.35,41503.38,272077.73,Net 45,Paid
INV01847,ORD01847,30-11-2022,14-01-2023,204419.3,36795.47,241214.77,Net 45,Pending
INV01848,ORD01848,23-03-2023,07-04-2023,89124.15,16042.35,105166.5,Net 15,Paid
INV01849,ORD01849,09-12-2022,24-12-2022,271137.35,48804.72,319942.07,Net 15,Overdue
INV01850,ORD01850,16-02-2023,02-04-2023,250631.3,45113.63,295744.93,Net 45,Paid
INV01851,ORD01851,29-04-2023,13-06-2023,87028.15,15665.07,102693.22,Net 45,Pending
INV01852,ORD01852,26-02-2023,13-03-2023,88318.65,15897.36,104216.01,Net 15,Paid
INV01853,ORD01853,23-01-2023,07-02-2023,92616.95,16671.05,109288,Net 15,Pending
INV01854,ORD01854,03-02-2023,05-03-2023,192878,34718.04,227596.04,Net 30,Paid
INV01855,ORD01855,29-03-2023,28-04-2023,222661.1,40079,262740.1,Net 30,Paid
INV01856,ORD01856,12-01-2023,27-01-2023,181137,32604.66,213741.66,Net 15,Paid
INV01857,ORD01857,15-04-2023,30-04-2023,43468.35,7824.3,51292.65,Net 15,Paid
INV01858,ORD01858,04-12-2022,03-01-2023,121024,21784.32,142808.32,Net 30,Overdue
INV01859,ORD01859,22-03-2023,06-05-2023,113240.95,20383.37,133624.32,Net 45,Overdue
INV01860,ORD01860,10-03-2023,09-04-2023,134370.3,24186.65,158556.95,Net 30,Paid
INV01861,ORD01861,29-11-2022,13-01-2023,56052.75,10089.49,66142.24,Net 45,Paid
INV01862,ORD01862,04-02-2023,06-03-2023,149898.2,26981.68,176879.88,Net 30,Pending
INV01863,ORD01863,03-05-2023,17-06-2023,221741.2,39913.42,261654.62,Net 45,Paid
INV01864,ORD01864,18-11-2022,02-01-2023,32720.3,5889.65,38609.95,Net 45,Paid
INV01865,ORD01865,01-12-2022,31-12-2022,174363,31385.34,205748.34,Net 30,Paid
INV01866,ORD01866,11-01-2023,10-02-2023,196981.35,35456.64,232437.99,Net 30,Paid
INV01867,ORD01867,07-01-2023,06-02-2023,15463.65,2783.46,18247.11,Net 30,Paid
INV01868,ORD01868,08-03-2023,23-03-2023,257187.45,46293.74,303481.19,Net 15,Paid
INV01869,ORD01869,14-12-2022,13-01-2023,66862.35,12035.22,78897.57,Net 30,Paid
INV01870,ORD01870,23-01-2023,07-02-2023,226065.45,40691.78,266757.23,Net 15,Pending
INV01871,ORD01871,18-11-2022,18-12-2022,129609.65,23329.74,152939.39,Net 30,Paid
INV01872,ORD01872,17-12-2022,16-01-2023,200100.75,36018.14,236118.89,Net 30,Paid
INV01873,ORD01873,11-04-2023,26-05-2023,8129.3,1463.27,9592.57,Net 45,Paid
INV01874,ORD01874,29-03-2023,13-05-2023,160993.5,28978.83,189972.33,Net 45,Paid
INV01875,ORD01875,21-01-2023,05-02-2023,44472.7,8005.09,52477.79,Net 15,Pending
INV01876,ORD01876,23-04-2023,23-05-2023,173753.65,31275.66,205029.31,Net 30,Pending
INV01877,ORD01877,17-03-2023,16-04-2023,111802.45,20124.44,131926.89,Net 30,Paid
INV01878,ORD01878,18-12-2022,02-01-2023,93495.05,16829.11,110324.16,Net 15,Paid
INV01879,ORD01879,26-04-2023,10-06-2023,211438.95,38059.01,249497.96,Net 45,Pending
INV01880,ORD01880,29-03-2023,13-05-2023,90206.85,16237.23,106444.08,Net 45,Pending
INV01881,ORD01881,24-11-2022,24-12-2022,43953.45,7911.62,51865.07,Net 30,Paid
INV01882,ORD01882,19-02-2023,06-03-2023,31960,5752.8,37712.8,Net 15,Paid
INV01883,ORD01883,07-02-2023,24-03-2023,187036.95,33666.65,220703.6,Net 45,Paid
INV01884,ORD01884,11-01-2023,10-02-2023,138180,24872.4,163052.4,Net 30,Pending
INV01885,ORD01885,10-04-2023,25-04-2023,264755.5,47655.99,312411.49,Net 15,Paid
INV01886,ORD01886,17-04-2023,02-05-2023,46718.15,8409.27,55127.42,Net 15,Overdue
INV01887,ORD01887,08-04-2023,23-04-2023,207331.55,37319.68,244651.23,Net 15,Overdue
INV01888,ORD01888,08-03-2023,07-04-2023,107946,19430.28,127376.28,Net 30,Paid
INV01889,ORD01889,17-04-2023,01-06-2023,267726.2,48190.72,315916.92,Net 45,Paid
INV01890,ORD01890,06-03-2023,21-03-2023,19363.85,3485.49,22849.34,Net 15,Paid
INV01891,ORD01891,04-04-2023,04-05-2023,234223.5,42160.23,276383.73,Net 30,Paid
INV01892,ORD01892,22-01-2023,21-02-2023,46103.65,8298.66,54402.31,Net 30,Paid
INV01893,ORD01893,02-05-2023,01-06-2023,27664,4979.52,32643.52,Net 30,Paid
INV01894,ORD01894,18-12-2022,02-01-2023,234000.25,42120.04,276120.29,Net 15,Paid
INV01895,ORD01895,28-12-2022,12-01-2023,66705.5,12006.99,78712.49,Net 15,Paid
INV01896,ORD01896,25-02-2023,12-03-2023,265781.15,47840.61,313621.76,Net 15,Overdue
INV01897,ORD01897,05-12-2022,04-01-2023,224898.9,40481.8,265380.7,Net 30,Pending
INV01898,ORD01898,27-02-2023,13-04-2023,73785.75,13281.43,87067.18,Net 45,Paid
INV01899,ORD01899,16-12-2022,31-12-2022,161187.4,29013.73,190201.13,Net 15,Pending
INV01900,ORD01900,11-01-2023,26-01-2023,172005.65,30961.02,202966.67,Net 15,Paid
INV01901,ORD01901,14-12-2022,28-01-2023,143520.3,25833.65,169353.95,Net 45,Pending
INV01902,ORD01902,23-02-2023,25-03-2023,191761.9,34517.14,226279.04,Net 30,Paid
INV01903,ORD01903,07-12-2022,06-01-2023,57714.15,10388.55,68102.7,Net 30,Paid
INV01904,ORD01904,19-01-2023,03-02-2023,194684.85,35043.27,229728.12,Net 15,Pending
INV01905,ORD01905,16-03-2024,30-04-2024,73729.15,13271.25,87000.4,Net 45,Paid
INV01906,ORD01906,15-03-2024,29-04-2024,195753.2,35235.58,230988.78,Net 45,Paid
INV01907,ORD01907,29-02-2024,15-03-2024,47974.25,8635.36,56609.61,Net 15,Overdue
INV01908,ORD01908,11-02-2024,26-02-2024,116072.7,20893.09,136965.79,Net 15,Paid
INV01909,ORD01909,02-02-2024,03-03-2024,185527.8,33395,218922.8,Net 30,Paid
INV01910,ORD01910,14-02-2024,30-03-2024,148607.8,26749.4,175357.2,Net 45,Paid
INV01911,ORD01911,18-03-2024,02-04-2024,197181,35492.58,232673.58,Net 15,Overdue
INV01912,ORD01912,20-02-2024,05-04-2024,164532.3,29615.81,194148.11,Net 45,Paid
INV01913,ORD01913,05-03-2024,20-03-2024,241032.25,43385.81,284418.06,Net 15,Paid
INV01914,ORD01914,14-02-2024,29-02-2024,52758.95,9496.61,62255.56,Net 15,Paid
INV01915,ORD01915,28-02-2024,13-04-2024,252438.45,45438.92,297877.37,Net 45,Pending
INV01916,ORD01916,21-02-2024,07-03-2024,64029.3,11525.27,75554.57,Net 15,Paid
INV01917,ORD01917,15-03-2024,30-03-2024,193519.75,34833.56,228353.31,Net 15,Pending
INV01918,ORD01918,17-03-2024,01-04-2024,220658.45,39718.52,260376.97,Net 15,Paid
INV01919,ORD01919,05-03-2024,19-04-2024,227299.35,40913.88,268213.23,Net 45,Pending
INV01920,ORD01920,09-02-2024,10-03-2024,164695.35,29645.16,194340.51,Net 30,Pending
INV01921,ORD01921,10-03-2024,24-04-2024,88382.75,15908.89,104291.64,Net 45,Paid
INV01922,ORD01922,21-03-2024,05-04-2024,12861.7,2315.11,15176.81,Net 15,Paid
INV01923,ORD01923,26-02-2024,27-03-2024,118960.2,21412.84,140373.04,Net 30,Pending
INV01924,ORD01924,15-02-2024,16-03-2024,22338.45,4020.92,26359.37,Net 30,Paid
INV01925,ORD01925,07-02-2024,22-02-2024,139505.2,25110.94,164616.14,Net 15,Paid
INV01926,ORD01926,08-03-2024,07-04-2024,51008.35,9181.5,60189.85,Net 30,Paid
INV01927,ORD01927,24-02-2024,25-03-2024,140059,25210.62,165269.62,Net 30,Overdue
INV01928,ORD01928,12-02-2024,28-03-2024,269432.2,48497.8,317930,Net 45,Paid
INV01929,ORD01929,07-03-2024,22-03-2024,283925.95,51106.67,335032.62,Net 15,Paid
INV01930,ORD01930,19-03-2024,03-05-2024,149643.55,26935.84,176579.39,Net 45,Paid
INV01931,ORD01931,10-03-2024,24-04-2024,119736.75,21552.61,141289.36,Net 45,Paid
INV01932,ORD01932,19-03-2024,03-04-2024,217167.5,39090.15,256257.65,Net 15,Overdue
INV01933,ORD01933,01-03-2024,31-03-2024,118935.3,21408.35,140343.65,Net 30,Pending
INV01934,ORD01934,03-02-2024,04-03-2024,229327.15,41278.89,270606.04,Net 30,Pending
INV01935,ORD01935,13-02-2024,29-03-2024,126811.3,22826.03,149637.33,Net 45,Pending
INV01936,ORD01936,28-02-2024,13-04-2024,40718.4,7329.31,48047.71,Net 45,Pending
INV01937,ORD01937,11-03-2024,26-03-2024,21522.35,3874.02,25396.37,Net 15,Pending
INV01938,ORD01938,22-03-2024,21-04-2024,198472.35,35725.02,234197.37,Net 30,Pending
INV01939,ORD01939,01-03-2024,16-03-2024,109643.15,19735.77,129378.92,Net 15,Paid
INV01940,ORD01940,08-03-2024,23-03-2024,15751.15,2835.21,18586.36,Net 15,Pending
INV01941,ORD01941,05-02-2024,20-02-2024,121014.3,21782.57,142796.87,Net 15,Overdue
INV01942,ORD01942,12-03-2024,27-03-2024,19272.55,3469.06,22741.61,Net 15,Paid
INV01943,ORD01943,21-03-2024,05-04-2024,112878.05,20318.05,133196.1,Net 15,Paid
INV01944,ORD01944,28-02-2024,13-04-2024,132145.95,23786.27,155932.22,Net 45,Paid
INV01945,ORD01945,28-02-2024,13-04-2024,13986,2517.48,16503.48,Net 45,Paid
INV01946,ORD01946,27-02-2024,28-03-2024,85583.95,15405.11,100989.06,Net 30,Paid
