PaymentID,InvoiceID,PaymentDate,PaymentMethod,AmountPaid,BalanceAmount,PaymentStatus
PAY01703,INV01703,2022-11-11,Debit Card,165511.22,0.0,Paid
PAY01704,INV01704,2022-11-02,Credit Card,86240.95,0.0,Paid
PAY01705,INV01705,2022-10-13,Bank Transfer,28480.24,0.0,Paid
PAY01706,INV01706,2022-11-04,Credit Card,189858.46,0.0,Paid
PAY01707,INV01707,2022-11-15,Credit Card,101095.07,36608.81,Partial
PAY01708,INV01708,2022-12-10,Bank Transfer,292481.17,0.0,Paid
PAY01709,INV01709,2022-10-07,Bank Transfer,23319.75,0.0,Paid
PAY01710,INV01710,2022-10-15,Bank Transfer,78223.37,42908.53,Partial
PAY01711,INV01711,,Debit Card,0.0,23580.23,Pending
PAY01712,INV01712,2022-11-07,UPI,209628.0,0.0,Paid
PAY01713,INV01713,,Bank Transfer,0.0,106242.72,Pending
PAY01714,INV01714,2022-11-19,Bank Transfer,22430.69,29012.24,Partial
PAY01715,INV01715,2022-10-22,Bank Transfer,248395.43,0.0,Paid
PAY01716,INV01716,2022-09-25,Debit Card,303781.56,0.0,Paid
PAY01717,INV01717,2022-10-05,Debit Card,224898.32,0.0,Paid
PAY01718,INV01718,2022-10-11,Credit Card,305984.32,0.0,Paid
PAY01719,INV01719,2022-11-22,UPI,305576.52,0.0,Paid
PAY01720,INV01720,2022-11-08,Credit Card,131749.78,72465.03,Partial
PAY01721,INV01721,2022-10-02,Credit Card,24141.32,0.0,Paid
PAY01722,INV01722,2022-10-24,UPI,163826.89,0.0,Paid
PAY01723,INV01723,2022-10-21,Cheque,137291.11,0.0,Paid
PAY01724,INV01724,2022-10-28,UPI,84947.26,0.0,Paid
PAY01725,INV01725,2022-10-07,Credit Card,266080.38,0.0,Paid
PAY01726,INV01726,2022-11-24,UPI,39579.62,0.0,Paid
PAY01727,INV01727,2022-10-15,Credit Card,194888.09,0.0,Paid
PAY01728,INV01728,2022-10-23,Credit Card,49282.46,0.0,Paid
PAY01729,INV01729,2022-10-20,UPI,209538.44,0.0,Paid
PAY01730,INV01730,2022-11-19,Bank Transfer,298780.78,0.0,Paid
PAY01731,INV01731,2022-10-21,UPI,186433.63,0.0,Paid
PAY01732,INV01732,2022-09-28,Debit Card,300196.9,0.0,Paid
PAY01733,INV01733,2022-10-13,Debit Card,155245.64,0.0,Paid
PAY01734,INV01734,2022-10-31,Cheque,146911.89,0.0,Paid
PAY01735,INV01735,2022-11-08,Credit Card,91683.15,25607.08,Partial
PAY01736,INV01736,2022-10-13,Credit Card,248320.38,0.0,Paid
PAY01737,INV01737,2022-10-22,Bank Transfer,106670.76,0.0,Paid
PAY01738,INV01738,2022-10-05,Credit Card,112951.72,0.0,Paid
PAY01739,INV01739,,Credit Card,0.0,137853.26,Pending
PAY01740,INV01740,2023-08-19,Debit Card,111430.67,29250.35,Partial
PAY01741,INV01741,2023-11-08,Debit Card,121963.56,0.0,Paid
PAY01742,INV01742,2023-10-10,Debit Card,157024.13,0.0,Paid
PAY01743,INV01743,2023-12-19,Credit Card,194195.73,0.0,Paid
PAY01744,INV01744,2023-10-09,Debit Card,279531.67,0.0,Paid
PAY01745,INV01745,2023-12-08,Credit Card,40029.26,0.0,Paid
PAY01746,INV01746,2023-08-23,UPI,214292.72,0.0,Paid
PAY01747,INV01747,2023-11-14,Bank Transfer,243269.1,0.0,Paid
PAY01748,INV01748,2023-11-24,Debit Card,89327.18,0.0,Paid
PAY01749,INV01749,2023-12-04,Debit Card,28934.31,0.0,Paid
PAY01750,INV01750,2023-11-12,Bank Transfer,190694.67,0.0,Paid
PAY01751,INV01751,2023-08-28,Debit Card,307171.99,0.0,Paid
PAY01752,INV01752,2023-08-21,Credit Card,49109.45,108572.12,Partial
PAY01753,INV01753,,Cheque,0.0,136811.56,Pending
PAY01754,INV01754,,Bank Transfer,0.0,111809.66,Pending
PAY01755,INV01755,,UPI,0.0,245254.15,Pending
PAY01756,INV01756,2023-07-30,Credit Card,206193.35,126948.08,Partial
PAY01757,INV01757,2023-09-14,Cheque,197225.91,0.0,Paid
PAY01758,INV01758,,Bank Transfer,0.0,111142.78,Pending
PAY01759,INV01759,2023-12-23,Debit Card,276274.58,0.0,Paid
PAY01760,INV01760,2023-09-13,Credit Card,25587.47,0.0,Paid
PAY01761,INV01761,2023-11-30,Debit Card,195366.94,0.0,Paid
PAY01762,INV01762,2023-10-21,Cheque,323475.76,0.0,Paid
PAY01763,INV01763,2023-11-13,Debit Card,180612.16,0.0,Paid
PAY01764,INV01764,2023-09-13,Cheque,237632.34,47216.12,Partial
PAY01765,INV01765,,Credit Card,0.0,179653.41,Pending
PAY01766,INV01766,2023-11-01,Credit Card,108601.12,0.0,Paid
PAY01767,INV01767,2024-01-15,Cheque,42171.19,0.0,Paid
PAY01768,INV01768,,Cheque,0.0,275081.78,Pending
PAY01769,INV01769,2023-12-13,Credit Card,184437.19,74635.11,Partial
PAY01770,INV01770,2023-12-18,Debit Card,91732.02,0.0,Paid
PAY01771,INV01771,,Debit Card,0.0,260188.82,Pending
PAY01772,INV01772,2024-01-13,Credit Card,316902.92,0.0,Paid
PAY01773,INV01773,2023-12-29,Cheque,48021.87,0.0,Paid
PAY01774,INV01774,2024-01-26,Credit Card,52203.73,0.0,Paid
PAY01775,INV01775,2024-01-04,Credit Card,308426.22,0.0,Paid
PAY01776,INV01776,2023-12-25,Cheque,42096.91,0.0,Paid
PAY01777,INV01777,,Debit Card,0.0,50002.15,Pending
PAY01778,INV01778,2024-01-20,Bank Transfer,136708.9,0.0,Paid
PAY01779,INV01779,2023-12-30,Bank Transfer,249828.42,0.0,Paid
PAY01780,INV01780,2024-01-04,UPI,71103.99,14762.19,Partial
PAY01781,INV01781,2024-02-09,Credit Card,58057.65,0.0,Paid
PAY01782,INV01782,2023-12-28,Bank Transfer,8215.3,14350.31,Partial
PAY01783,INV01783,2024-02-04,Cheque,101603.2,50682.29,Partial
PAY01784,INV01784,2024-01-28,Cheque,211300.12,0.0,Paid
PAY01785,INV01785,2023-12-27,Debit Card,71214.3,0.0,Paid
PAY01786,INV01786,2023-12-19,Credit Card,79965.24,0.0,Paid
PAY01787,INV01787,2024-02-15,UPI,270374.28,0.0,Paid
PAY01788,INV01788,2024-01-15,UPI,145633.36,132093.8,Partial
PAY01789,INV01789,2024-01-03,Credit Card,276836.5,0.0,Paid
PAY01790,INV01790,2023-12-21,Bank Transfer,158477.54,0.0,Paid
PAY01791,INV01791,,UPI,0.0,193103.7,Pending
PAY01792,INV01792,2024-02-14,Credit Card,248889.43,0.0,Paid
PAY01793,INV01793,2024-02-05,Cheque,233702.66,0.0,Paid
PAY01794,INV01794,2024-01-14,UPI,116237.97,0.0,Paid
PAY01795,INV01795,2023-12-15,Cheque,108789.43,86687.48,Partial
PAY01796,INV01796,2024-02-09,UPI,91473.67,81698.29,Partial
PAY01797,INV01797,2024-01-27,Cheque,279652.98,0.0,Paid
PAY01798,INV01798,2023-12-23,Cheque,184910.66,0.0,Paid
PAY01799,INV01799,2024-02-06,Bank Transfer,204365.79,0.0,Paid
PAY01800,INV01800,2024-02-11,UPI,121419.4,149949.51,Partial
PAY01801,INV01801,,Bank Transfer,0.0,339375.32,Pending
PAY01802,INV01802,2024-01-20,Bank Transfer,103690.49,0.0,Paid
PAY01803,INV01803,2024-01-02,UPI,316460.6,0.0,Paid
PAY01804,INV01804,2024-02-11,UPI,143416.08,44250.65,Partial
PAY01805,INV01805,2024-02-09,Cheque,98536.19,0.0,Paid
PAY01806,INV01806,,Cheque,0.0,34335.99,Pending
PAY01807,INV01807,,UPI,0.0,39060.42,Pending
PAY01808,INV01808,2024-01-19,Bank Transfer,166195.15,124855.04,Partial
PAY01809,INV01809,2024-01-20,Cheque,300112.35,0.0,Paid
PAY01810,INV01810,2024-01-24,Debit Card,178589.11,0.0,Paid
PAY01811,INV01811,2024-01-02,UPI,116067.93,0.0,Paid
PAY01812,INV01812,2023-12-19,UPI,266954.94,0.0,Paid
PAY01813,INV01813,2022-11-27,Credit Card,277972.13,0.0,Paid
PAY01814,INV01814,2023-01-16,UPI,85378.31,142828.73,Partial
PAY01815,INV01815,2023-02-02,Cheque,183648.12,0.0,Paid
PAY01816,INV01816,2023-01-18,Cheque,216892.43,77748.61,Partial
PAY01817,INV01817,,UPI,0.0,210680.39,Pending
PAY01818,INV01818,2023-04-23,Credit Card,134457.93,0.0,Paid
PAY01819,INV01819,,Cheque,0.0,347306.39,Pending
PAY01820,INV01820,2023-01-12,Credit Card,131065.21,29238.91,Partial
PAY01821,INV01821,2023-04-02,UPI,141916.48,0.0,Paid
PAY01822,INV01822,2023-05-10,Debit Card,20412.88,0.0,Paid
PAY01823,INV01823,2022-12-04,Credit Card,127708.8,0.0,Paid
PAY01824,INV01824,,Bank Transfer,0.0,103449.72,Pending
PAY01825,INV01825,2023-04-26,Bank Transfer,319090.11,0.0,Paid
PAY01826,INV01826,2022-12-28,Cheque,216851.31,0.0,Paid
PAY01827,INV01827,2023-03-18,Credit Card,97792.69,49310.36,Partial
PAY01828,INV01828,2023-05-10,UPI,255596.5,0.0,Paid
PAY01829,INV01829,2022-12-30,Cheque,151807.65,0.0,Paid
PAY01830,INV01830,2022-12-14,Cheque,174570.03,0.0,Paid
PAY01831,INV01831,2022-12-11,Credit Card,147591.27,0.0,Paid
PAY01832,INV01832,2023-03-26,Bank Transfer,36203.76,0.0,Paid
PAY01833,INV01833,2022-12-02,Credit Card,21231.39,0.0,Paid
PAY01834,INV01834,2023-05-30,Debit Card,58034.11,24848.32,Partial
PAY01835,INV01835,2023-01-28,Bank Transfer,125159.06,0.0,Paid
PAY01836,INV01836,2023-05-17,Credit Card,141402.47,0.0,Paid
PAY01837,INV01837,2023-03-24,Cheque,221729.08,0.0,Paid
PAY01838,INV01838,2023-04-27,Credit Card,72721.98,0.0,Paid
PAY01839,INV01839,,Cheque,0.0,72465.75,Pending
PAY01840,INV01840,2023-04-02,Bank Transfer,56816.17,0.0,Paid
PAY01841,INV01841,2023-02-26,Bank Transfer,111346.59,114191.47,Partial
PAY01842,INV01842,2023-04-02,Debit Card,42614.39,10257.99,Partial
PAY01843,INV01843,2023-05-04,Debit Card,257447.97,0.0,Paid
PAY01844,INV01844,2023-02-16,Cheque,72150.51,0.0,Paid
PAY01845,INV01845,2023-01-08,Cheque,226324.47,0.0,Paid
PAY01846,INV01846,2023-03-22,Cheque,272077.73,0.0,Paid
PAY01847,INV01847,,UPI,0.0,241214.77,Pending
PAY01848,INV01848,2023-04-02,UPI,69711.38,35455.12,Partial
PAY01849,INV01849,2022-12-20,Debit Card,319942.07,0.0,Paid
PAY01850,INV01850,2023-03-08,Debit Card,295744.93,0.0,Paid
PAY01851,INV01851,,Cheque,0.0,102693.22,Pending
PAY01852,INV01852,2023-03-15,UPI,104216.01,0.0,Paid
PAY01853,INV01853,2023-01-29,Cheque,109288.0,0.0,Paid
PAY01854,INV01854,2023-02-13,Credit Card,227596.04,0.0,Paid
PAY01855,INV01855,2023-03-30,UPI,262740.1,0.0,Paid
PAY01856,INV01856,2023-01-16,Credit Card,213741.66,0.0,Paid
PAY01857,INV01857,2023-04-29,Bank Transfer,46132.21,5160.44,Partial
PAY01858,INV01858,2022-12-22,Credit Card,142808.32,0.0,Paid
PAY01859,INV01859,2023-03-29,Debit Card,133624.32,0.0,Paid
PAY01860,INV01860,2023-03-13,Debit Card,158556.95,0.0,Paid
PAY01861,INV01861,2022-12-17,Debit Card,66142.24,0.0,Paid
PAY01862,INV01862,2023-02-15,Debit Card,65145.22,111734.66,Partial
PAY01863,INV01863,2023-05-22,Cheque,261654.62,0.0,Paid
PAY01864,INV01864,,Credit Card,0.0,38609.95,Pending
PAY01865,INV01865,2022-12-12,UPI,205748.34,0.0,Paid
PAY01866,INV01866,,Bank Transfer,0.0,232437.99,Pending
PAY01867,INV01867,2023-01-23,Credit Card,18247.11,0.0,Paid
PAY01868,INV01868,2023-03-26,Debit Card,303481.19,0.0,Paid
PAY01869,INV01869,2022-12-28,Bank Transfer,78897.57,0.0,Paid
PAY01870,INV01870,2023-02-03,Cheque,127938.43,138818.8,Partial
PAY01871,INV01871,2022-11-25,Cheque,152939.39,0.0,Paid
PAY01872,INV01872,2022-12-29,Bank Transfer,236118.89,0.0,Paid
PAY01873,INV01873,,Debit Card,0.0,9592.57,Pending
PAY01874,INV01874,2023-04-11,Cheque,95649.44,94322.89,Partial
PAY01875,INV01875,2023-02-03,Credit Card,33721.65,18756.14,Partial
PAY01876,INV01876,2023-05-03,Debit Card,205029.31,0.0,Paid
PAY01877,INV01877,2023-03-20,UPI,61068.75,70858.14,Partial
PAY01878,INV01878,2022-12-28,Credit Card,57694.04,52630.12,Partial
PAY01879,INV01879,2023-05-02,Bank Transfer,249497.96,0.0,Paid
PAY01880,INV01880,2023-03-31,Credit Card,106444.08,0.0,Paid
PAY01881,INV01881,,UPI,0.0,51865.07,Pending
PAY01882,INV01882,2023-03-07,Cheque,37712.8,0.0,Paid
PAY01883,INV01883,2023-02-18,UPI,220703.6,0.0,Paid
PAY01884,INV01884,2023-01-22,Credit Card,100143.0,62909.4,Partial
PAY01885,INV01885,2023-04-27,Credit Card,112140.4,200271.09,Partial
PAY01886,INV01886,2023-04-19,UPI,55127.42,0.0,Paid
PAY01887,INV01887,2023-04-25,Bank Transfer,244651.23,0.0,Paid
PAY01888,INV01888,2023-03-10,Cheque,127376.28,0.0,Paid
PAY01889,INV01889,2023-04-19,Bank Transfer,157950.2,157966.72,Partial
PAY01890,INV01890,2023-03-16,Bank Transfer,22849.34,0.0,Paid
PAY01891,INV01891,2023-04-14,Credit Card,276383.73,0.0,Paid
PAY01892,INV01892,2023-01-29,Debit Card,54402.31,0.0,Paid
PAY01893,INV01893,2023-05-13,UPI,32643.52,0.0,Paid
PAY01894,INV01894,2022-12-27,Credit Card,276120.29,0.0,Paid
PAY01895,INV01895,2023-01-01,Bank Transfer,78712.49,0.0,Paid
PAY01896,INV01896,,Cheque,0.0,313621.76,Pending
PAY01897,INV01897,2022-12-12,Cheque,265380.7,0.0,Paid
PAY01898,INV01898,2023-03-10,Debit Card,87067.18,0.0,Paid
PAY01899,INV01899,2022-12-26,Cheque,190201.13,0.0,Paid
PAY01900,INV01900,2023-01-14,Debit Card,202966.67,0.0,Paid
PAY01901,INV01901,2022-12-25,Cheque,169353.95,0.0,Paid
PAY01902,INV01902,2023-02-28,Bank Transfer,226279.04,0.0,Paid
PAY01903,INV01903,2022-12-09,Bank Transfer,68102.7,0.0,Paid
PAY01904,INV01904,2023-01-22,UPI,229728.12,0.0,Paid
PAY01905,INV01905,2024-04-05,Cheque,87000.4,0.0,Paid
PAY01906,INV01906,2024-03-30,Cheque,230988.78,0.0,Paid
PAY01907,INV01907,2024-03-11,Credit Card,56609.61,0.0,Paid
PAY01908,INV01908,2024-02-29,Bank Transfer,96221.5,40744.29,Partial
PAY01909,INV01909,,UPI,0.0,218922.8,Pending
PAY01910,INV01910,2024-02-17,UPI,175357.2,0.0,Paid
PAY01911,INV01911,2024-03-28,UPI,232673.58,0.0,Paid
PAY01912,INV01912,2024-02-28,Credit Card,194148.11,0.0,Paid
PAY01913,INV01913,2024-03-17,UPI,190607.1,93810.96,Partial
PAY01914,INV01914,2024-02-25,Debit Card,62255.56,0.0,Paid
PAY01915,INV01915,2024-02-29,Bank Transfer,297877.37,0.0,Paid
PAY01916,INV01916,2024-03-04,UPI,75554.57,0.0,Paid
PAY01917,INV01917,2024-03-21,Debit Card,228353.31,0.0,Paid
PAY01918,INV01918,2024-03-22,Cheque,172542.48,87834.49,Partial
PAY01919,INV01919,2024-03-09,Debit Card,268213.23,0.0,Paid
PAY01920,INV01920,2024-02-12,Debit Card,194340.51,0.0,Paid
PAY01921,INV01921,2024-03-23,Cheque,104291.64,0.0,Paid
PAY01922,INV01922,2024-04-10,Credit Card,15176.81,0.0,Paid
PAY01923,INV01923,2024-03-13,UPI,140373.04,0.0,Paid
PAY01924,INV01924,2024-02-22,Cheque,26359.37,0.0,Paid
PAY01925,INV01925,2024-02-21,Cheque,164616.14,0.0,Paid
PAY01926,INV01926,2024-03-16,Credit Card,37721.95,22467.9,Partial
PAY01927,INV01927,2024-02-27,Cheque,165269.62,0.0,Paid
PAY01928,INV01928,2024-03-03,UPI,117187.0,200743.0,Partial
PAY01929,INV01929,2024-03-11,UPI,335032.62,0.0,Paid
PAY01930,INV01930,2024-04-01,Bank Transfer,176579.39,0.0,Paid
PAY01931,INV01931,2024-03-30,UPI,141289.36,0.0,Paid
PAY01932,INV01932,2024-03-21,Bank Transfer,256257.65,0.0,Paid
PAY01933,INV01933,2024-03-06,Cheque,140343.65,0.0,Paid
PAY01934,INV01934,,Bank Transfer,0.0,270606.04,Pending
PAY01935,INV01935,2024-02-28,Cheque,104226.72,45410.61,Partial
PAY01936,INV01936,2024-03-19,Cheque,48047.71,0.0,Paid
PAY01937,INV01937,2024-03-18,Debit Card,25396.37,0.0,Paid
PAY01938,INV01938,2024-04-01,UPI,234197.37,0.0,Paid
PAY01939,INV01939,2024-03-04,Cheque,109851.86,19527.06,Partial
PAY01940,INV01940,2024-03-25,UPI,18586.36,0.0,Paid
PAY01941,INV01941,2024-02-07,Debit Card,115880.1,26916.77,Partial
PAY01942,INV01942,,Bank Transfer,0.0,22741.61,Pending
PAY01943,INV01943,2024-04-08,Debit Card,133196.1,0.0,Paid
PAY01944,INV01944,2024-03-09,Bank Transfer,155932.22,0.0,Paid
PAY01945,INV01945,2024-03-18,UPI,16503.48,0.0,Paid
PAY01946,INV01946,2024-03-11,UPI,100989.06,0.0,Paid
PAY01947,INV01947,2022-12-28,Credit Card,251476.47,0.0,Paid
PAY01948,INV01948,2022-12-27,Credit Card,282964.35,0.0,Paid
PAY01949,INV01949,2022-12-25,Debit Card,346822.06,0.0,Paid
PAY01950,INV01950,2023-01-27,Credit Card,6610.61,10229.11,Partial
PAY01951,INV01951,2022-12-25,Credit Card,31537.98,0.0,Paid
PAY01952,INV01952,2023-03-10,Credit Card,113916.44,78503.21,Partial
PAY01953,INV01953,2022-12-26,UPI,285577.7,0.0,Paid
PAY01954,INV01954,2023-01-26,Cheque,7322.63,2886.91,Partial
PAY01955,INV01955,2023-02-06,UPI,142210.18,0.0,Paid
PAY01956,INV01956,2023-02-18,UPI,315928.13,0.0,Paid
PAY01957,INV01957,2023-01-23,UPI,140775.18,0.0,Paid
PAY01958,INV01958,2022-12-28,UPI,276373.64,0.0,Paid
PAY01959,INV01959,2023-01-25,Debit Card,77108.87,97325.87,Partial
PAY01960,INV01960,2023-01-07,Cheque,279483.77,0.0,Paid
PAY01961,INV01961,2023-03-03,Cheque,19529.83,0.0,Paid
PAY01962,INV01962,2023-03-02,Bank Transfer,103069.34,0.0,Paid
PAY01963,INV01963,2023-02-22,Credit Card,120822.91,0.0,Paid
PAY01964,INV01964,2023-01-28,UPI,130292.03,81274.3,Partial
PAY01965,INV01965,2023-01-23,Cheque,107720.78,0.0,Paid
PAY01966,INV01966,2023-03-09,Bank Transfer,232094.44,0.0,Paid
PAY01967,INV01967,2023-03-18,Cheque,100008.3,0.0,Paid
PAY01968,INV01968,2023-01-02,Debit Card,187349.37,0.0,Paid
PAY01969,INV01969,2022-12-26,UPI,267533.2,0.0,Paid
PAY01970,INV01970,2023-01-06,Cheque,110251.53,0.0,Paid
PAY01971,INV01971,2023-02-05,Debit Card,159197.46,128885.56,Partial
PAY01972,INV01972,2023-02-07,Debit Card,236757.85,0.0,Paid
PAY01973,INV01973,2023-01-06,UPI,84258.22,47761.65,Partial
PAY01974,INV01974,2023-03-18,Bank Transfer,125583.21,0.0,Paid
PAY01975,INV01975,2023-09-13,Cheque,117663.99,0.0,Paid
PAY01976,INV01976,2023-07-08,Bank Transfer,35961.56,0.0,Paid
PAY01977,INV01977,2023-09-07,Debit Card,155274.13,0.0,Paid
PAY01978,INV01978,2023-10-08,Debit Card,156228.7,0.0,Paid
PAY01979,INV01979,2023-07-17,Bank Transfer,191985.53,0.0,Paid
PAY01980,INV01980,2023-08-10,Credit Card,68133.31,34741.57,Partial
PAY01981,INV01981,2023-07-14,Credit Card,33660.62,0.0,Paid
PAY01982,INV01982,2023-07-29,UPI,237976.85,0.0,Paid
PAY01983,INV01983,2023-08-31,Bank Transfer,241147.28,0.0,Paid
PAY01984,INV01984,2023-09-07,Credit Card,291995.84,0.0,Paid
PAY01985,INV01985,2023-09-07,UPI,35694.0,0.0,Paid
PAY01986,INV01986,2023-07-15,Credit Card,109173.05,90131.96,Partial
PAY01987,INV01987,2023-08-31,Credit Card,309062.18,0.0,Paid
PAY01988,INV01988,2023-07-12,Bank Transfer,306452.31,0.0,Paid
PAY01989,INV01989,2023-07-02,Bank Transfer,51557.39,0.0,Paid
PAY01990,INV01990,2023-07-03,UPI,287389.71,0.0,Paid
PAY01991,INV01991,2023-08-01,Credit Card,285237.74,0.0,Paid
PAY01992,INV01992,2023-07-12,UPI,231585.92,0.0,Paid
PAY01993,INV01993,2023-09-03,UPI,46984.53,0.0,Paid
PAY01994,INV01994,2023-07-09,UPI,57498.27,0.0,Paid
PAY01995,INV01995,2023-09-11,Bank Transfer,113907.23,0.0,Paid
PAY01996,INV01996,2023-10-06,Debit Card,110538.21,0.0,Paid
PAY01997,INV01997,,UPI,0.0,98957.16,Pending
PAY01998,INV01998,2023-06-30,Debit Card,340523.34,0.0,Paid
PAY01999,INV01999,2023-07-01,Debit Card,78709.54,0.0,Paid
PAY02000,INV02000,2023-07-29,UPI,220113.19,0.0,Paid
PAY02001,INV02001,2023-07-04,Credit Card,73004.64,24405.72,Partial
PAY02002,INV02002,2023-07-05,Debit Card,279306.18,0.0,Paid
PAY02003,INV02003,2023-06-27,Bank Transfer,25447.53,0.0,Paid
PAY02004,INV02004,2023-08-26,Cheque,53283.37,0.0,Paid
PAY02005,INV02005,2023-09-26,Debit Card,267742.0,0.0,Paid
PAY02006,INV02006,2023-08-03,Debit Card,299118.67,0.0,Paid
PAY02007,INV02007,2023-07-03,Cheque,210257.47,0.0,Paid
PAY02008,INV02008,2023-08-27,Credit Card,288879.69,0.0,Paid
PAY02009,INV02009,,Bank Transfer,0.0,153333.86,Pending
PAY02010,INV02010,2023-10-03,Credit Card,16331.58,27572.15,Partial
PAY02011,INV02011,2023-08-06,Credit Card,188186.87,0.0,Paid
PAY02012,INV02012,2023-07-10,Debit Card,176155.51,69394.29,Partial
PAY02013,INV02013,2023-08-14,UPI,271226.54,0.0,Paid
PAY02014,INV02014,,Debit Card,0.0,46163.19,Pending
PAY02015,INV02015,2023-07-22,Debit Card,194086.73,77236.92,Partial
PAY02016,INV02016,2023-07-26,Debit Card,295184.02,0.0,Paid
PAY02017,INV02017,2023-09-05,Bank Transfer,112492.21,99885.72,Partial
PAY02018,INV02018,2023-06-23,Credit Card,82633.16,0.0,Paid
PAY02019,INV02019,2023-07-26,Credit Card,268094.94,0.0,Paid
PAY02020,INV02020,2023-08-07,UPI,159741.32,0.0,Paid
PAY02021,INV02021,2023-08-09,UPI,40206.43,0.0,Paid
PAY02022,INV02022,2023-07-30,UPI,193054.73,0.0,Paid
PAY02023,INV02023,2023-08-05,Bank Transfer,37853.56,66722.29,Partial
PAY02024,INV02024,2023-08-11,UPI,218438.59,0.0,Paid
PAY02025,INV02025,2023-10-10,Credit Card,189820.7,0.0,Paid
PAY02026,INV02026,2023-07-01,Bank Transfer,158324.26,0.0,Paid
PAY02027,INV02027,2023-06-26,Credit Card,221148.17,0.0,Paid
PAY02028,INV02028,2023-09-10,Bank Transfer,97011.76,18098.77,Partial
PAY02029,INV02029,2023-07-22,UPI,280573.32,0.0,Paid
PAY02030,INV02030,2023-06-14,Cheque,118604.4,0.0,Paid
PAY02031,INV02031,2023-08-23,UPI,313837.46,0.0,Paid
PAY02032,INV02032,2023-08-07,Debit Card,217938.8,0.0,Paid
PAY02033,INV02033,2023-09-03,UPI,76059.26,0.0,Paid
PAY02034,INV02034,2023-07-21,Debit Card,187909.75,0.0,Paid
PAY02035,INV02035,2023-07-22,Bank Transfer,210208.74,0.0,Paid
PAY02036,INV02036,2023-07-03,Credit Card,126726.48,40840.89,Partial
PAY02037,INV02037,2023-07-21,UPI,137639.33,0.0,Paid
PAY02038,INV02038,2023-07-05,UPI,204761.03,0.0,Paid
PAY02039,INV02039,2023-07-17,UPI,24543.42,11636.56,Partial
PAY02040,INV02040,2023-09-29,Credit Card,240949.04,0.0,Paid
PAY02041,INV02041,2023-08-12,Bank Transfer,52030.09,0.0,Paid
PAY02042,INV02042,2023-09-14,UPI,156475.79,82139.03,Partial
PAY02043,INV02043,2023-09-27,Debit Card,223473.12,0.0,Paid
PAY02044,INV02044,2023-07-18,Bank Transfer,123759.17,0.0,Paid
PAY02045,INV02045,2023-07-14,Debit Card,49660.59,0.0,Paid
PAY02046,INV02046,2023-09-05,Credit Card,39556.54,81898.5,Partial
PAY02047,INV02047,2023-07-07,Cheque,194023.89,82998.81,Partial
PAY02048,INV02048,2023-10-07,Credit Card,122043.86,0.0,Paid
PAY02049,INV02049,,Bank Transfer,0.0,56017.9,Pending
PAY02050,INV02050,2023-09-17,UPI,5631.0,3859.39,Partial
PAY02051,INV02051,,Cheque,0.0,45450.0,Pending
PAY02052,INV02052,2023-09-06,Bank Transfer,90403.75,0.0,Paid
PAY02053,INV02053,2024-11-01,Debit Card,124964.6,0.0,Paid
PAY02054,INV02054,2024-12-26,Credit Card,83597.12,149669.82,Partial
PAY02055,INV02055,2024-12-10,Bank Transfer,53811.43,105217.76,Partial
PAY02056,INV02056,2025-01-01,Credit Card,95749.98,0.0,Paid
PAY02057,INV02057,2024-09-29,UPI,57818.94,0.0,Paid
PAY02058,INV02058,2024-12-21,Debit Card,278402.59,0.0,Paid
PAY02059,INV02059,2024-11-12,Cheque,323282.42,0.0,Paid
PAY02060,INV02060,2024-09-13,Bank Transfer,207917.06,0.0,Paid
PAY02061,INV02061,2024-09-08,Bank Transfer,102683.13,0.0,Paid
PAY02062,INV02062,2024-11-25,UPI,50283.87,0.0,Paid
PAY02063,INV02063,2024-10-05,Cheque,290703.38,0.0,Paid
PAY02064,INV02064,2024-11-08,Cheque,186058.98,0.0,Paid
PAY02065,INV02065,2024-09-08,Cheque,10240.63,0.0,Paid
PAY02066,INV02066,2024-09-21,Bank Transfer,42120.57,0.0,Paid
PAY02067,INV02067,2024-10-20,Credit Card,82245.35,153797.78,Partial
PAY02068,INV02068,,Cheque,0.0,39586.4,Pending
PAY02069,INV02069,2024-12-23,Credit Card,123185.06,100896.41,Partial
PAY02070,INV02070,2024-12-27,Cheque,274077.77,0.0,Paid
PAY02071,INV02071,2024-10-05,Credit Card,277268.14,0.0,Paid
PAY02072,INV02072,2024-11-30,Cheque,286183.57,0.0,Paid
PAY02073,INV02073,2024-12-24,Cheque,285423.83,0.0,Paid
PAY02074,INV02074,,Debit Card,0.0,222093.4,Pending
PAY02075,INV02075,2024-10-24,Cheque,78900.94,0.0,Paid
PAY02076,INV02076,2024-11-20,Cheque,116104.33,0.0,Paid
PAY02077,INV02077,,Cheque,0.0,161619.76,Pending
PAY02078,INV02078,2024-09-03,Cheque,184418.42,0.0,Paid
PAY02079,INV02079,2024-10-09,Debit Card,33117.59,0.0,Paid
PAY02080,INV02080,2024-09-19,Credit Card,30759.77,0.0,Paid
PAY02081,INV02081,2024-10-13,UPI,127077.86,0.0,Paid
PAY02082,INV02082,2024-10-11,Bank Transfer,335141.42,0.0,Paid
PAY02083,INV02083,2024-09-19,Credit Card,37403.82,0.0,Paid
PAY02084,INV02084,2024-12-15,Cheque,25162.85,0.0,Paid
PAY02085,INV02085,2024-09-29,Bank Transfer,104201.88,33805.67,Partial
