QuoteID,OpportunityID,AccountID,QuoteDate,ExpiryDate,QuoteAmount,DiscountPercent,FinalAmount,Status
QTN03200,OPP05903,ACC01166,2023-12-09,2024-01-08,86101,5,81795.95,Rejected
QTN03201,OPP05905,ACC03112,2023-10-31,2023-11-30,152504,10,137253.6,Rejected
QTN03202,OPP05906,ACC01804,2023-11-16,2023-12-16,218878,0,218878.0,Sent
QTN03203,OPP05910,ACC02348,2023-12-04,2024-01-03,44912,10,40420.8,Accepted
QTN03204,OPP05912,ACC04479,2024-01-17,2024-02-16,65043,15,55286.55,Sent
QTN03205,OPP05917,ACC00153,2023-10-26,2023-11-25,148240,5,140828.0,Sent
QTN03206,OPP05921,ACC03359,2024-01-21,2024-02-20,230840,5,219298.0,Accepted
QTN03207,OPP05922,ACC04530,2023-11-15,2023-12-15,37076,0,37076.0,Accepted
QTN03208,OPP05924,ACC03144,2023-12-31,2024-01-30,132368,15,112512.8,Sent
QTN03209,OPP05925,ACC00999,2023-11-16,2023-12-16,114664,15,97464.4,Sent
QTN03210,OPP05927,ACC03766,2023-10-31,2023-11-30,266004,0,266004.0,Draft
QTN03211,OPP05928,ACC00055,2023-12-19,2024-01-18,120154,5,114146.3,Draft
QTN03212,OPP05929,ACC03256,2023-11-18,2023-12-18,156668,15,133167.8,Sent
QTN03213,OPP05932,ACC02138,2023-12-11,2024-01-10,282531,0,282531.0,Accepted
QTN03214,OPP05933,ACC02478,2023-10-29,2023-11-28,183313,15,155816.05,Accepted
QTN03215,OPP05934,ACC02482,2023-11-25,2023-12-25,276807,15,235285.95,Sent
QTN03216,OPP05936,ACC00326,2023-12-05,2024-01-04,279008,0,279008.0,Sent
QTN03217,OPP05937,ACC02227,2023-12-14,2024-01-13,184029,5,174827.55,Accepted
QTN03218,OPP05938,ACC00352,2024-01-19,2024-02-18,250239,0,250239.0,Sent
QTN03219,OPP05940,ACC03457,2023-11-02,2023-12-02,23117,15,19649.45,Draft
QTN03220,OPP05941,ACC00181,2023-11-24,2023-12-24,26722,0,26722.0,Accepted
QTN03221,OPP05942,ACC04892,2023-11-12,2023-12-12,258643,0,258643.0,Sent
QTN03222,OPP05943,ACC04894,2023-11-01,2023-12-01,5218,5,4957.1,Draft
QTN03223,OPP05944,ACC02299,2023-11-24,2023-12-24,261008,10,234907.2,Sent
QTN03224,OPP05946,ACC03226,2023-12-12,2024-01-11,137474,5,130600.3,Accepted
QTN03225,OPP05949,ACC04218,2023-10-14,2023-11-13,44444,10,39999.6,Accepted
QTN03226,OPP05950,ACC00074,2023-11-04,2023-12-04,36150,0,36150.0,Rejected
QTN03227,OPP05951,ACC00996,2023-12-09,2024-01-08,145400,10,130860.0,Sent
QTN03228,OPP05952,ACC04781,2023-11-25,2023-12-25,24994,5,23744.3,Accepted
QTN03229,OPP05953,ACC01029,2023-11-11,2023-12-11,25633,0,25633.0,Sent
QTN03230,OPP05955,ACC01360,2024-01-09,2024-02-08,29372,10,26434.8,Accepted
QTN03231,OPP05957,ACC03056,2023-10-30,2023-11-29,209842,5,199349.9,Accepted
QTN03232,OPP05963,ACC02443,2023-12-23,2024-01-22,15868,10,14281.2,Accepted
QTN03233,OPP05964,ACC04795,2024-01-11,2024-02-10,119003,5,113052.85,Accepted
QTN03234,OPP05968,ACC02730,2023-12-16,2024-01-15,188245,0,188245.0,Sent
QTN03235,OPP05969,ACC02209,2023-11-05,2023-12-05,232628,5,220996.6,Sent
QTN03236,OPP05970,ACC02018,2023-12-01,2023-12-31,227501,5,216125.95,Rejected
QTN03237,OPP05973,ACC04559,2024-01-03,2024-02-02,140389,5,133369.55,Accepted
QTN03238,OPP05974,ACC04495,2024-01-07,2024-02-06,11821,5,11229.95,Accepted
QTN03239,OPP05975,ACC02268,2024-01-04,2024-02-03,230044,0,230044.0,Accepted
QTN03240,OPP05978,ACC02918,2023-11-08,2023-12-08,242961,15,206516.85,Accepted
QTN03241,OPP05979,ACC04769,2023-12-20,2024-01-19,241768,15,205502.8,Accepted
QTN03242,OPP05980,ACC03090,2024-01-01,2024-01-31,148703,15,126397.55,Rejected
QTN03243,OPP05982,ACC02367,2023-12-10,2024-01-09,167981,5,159581.95,Draft
QTN03244,OPP05984,ACC00311,2023-11-16,2023-12-16,157997,10,142197.3,Rejected
QTN03245,OPP05985,ACC02666,2024-01-01,2024-01-31,262589,5,249459.55,Accepted
QTN03246,OPP05989,ACC00162,2023-11-11,2023-12-11,135628,5,128846.6,Accepted
QTN03247,OPP05990,ACC02365,2024-01-08,2024-02-07,20798,10,18718.2,Rejected
QTN03248,OPP05992,ACC03440,2024-01-14,2024-02-13,121654,15,103405.9,Draft
QTN03249,OPP05994,ACC04165,2024-01-23,2024-02-22,44479,5,42255.05,Draft
QTN03250,OPP05996,ACC01291,2023-11-16,2023-12-16,157678,0,157678.0,Accepted
QTN03251,OPP05998,ACC01698,2024-01-17,2024-02-16,237220,0,237220.0,Sent
QTN03252,OPP06003,ACC00130,2024-01-01,2024-01-31,78431,10,70587.9,Rejected
QTN03253,OPP06004,ACC03658,2023-12-16,2024-01-15,163248,10,146923.2,Sent
QTN03254,OPP06005,ACC01030,2023-12-29,2024-01-28,95307,5,90541.65,Sent
QTN03255,OPP06006,ACC04785,2023-12-13,2024-01-12,122044,15,103737.4,Rejected
QTN03256,OPP06011,ACC04376,2024-01-22,2024-02-21,176489,15,150015.65,Rejected
QTN03257,OPP06012,ACC00473,2023-10-17,2023-11-16,190832,0,190832.0,Sent
QTN03258,OPP06015,ACC04043,2023-11-15,2023-12-15,135927,10,122334.3,Accepted
QTN03259,OPP06017,ACC00873,2024-01-04,2024-02-03,207847,15,176669.95,Draft
QTN03260,OPP06020,ACC04874,2024-08-19,2024-09-18,158564,10,142707.6,Accepted
QTN03261,OPP06021,ACC01411,2025-01-27,2025-02-26,121595,0,121595.0,Accepted
QTN03262,OPP06023,ACC01720,2024-08-07,2024-09-06,75605,10,68044.5,Rejected
QTN03263,OPP06024,ACC04171,2024-12-07,2025-01-06,76021,5,72219.95,Sent
QTN03264,OPP06025,ACC04111,2024-11-28,2024-12-28,60108,15,51091.8,Accepted
QTN03265,OPP06027,ACC04535,2024-08-13,2024-09-12,88872,10,79984.8,Draft
QTN03266,OPP06028,ACC01943,2024-09-21,2024-10-21,28448,5,27025.6,Accepted
QTN03267,OPP06030,ACC02138,2024-10-25,2024-11-24,159883,15,135900.55,Accepted
QTN03268,OPP06031,ACC01594,2024-08-08,2024-09-07,67979,0,67979.0,Rejected
QTN03269,OPP06032,ACC01321,2024-12-19,2025-01-18,273151,10,245835.9,Accepted
QTN03270,OPP06033,ACC00340,2024-12-02,2025-01-01,291342,15,247640.7,Accepted
QTN03271,OPP06034,ACC03370,2024-11-20,2024-12-20,256166,15,217741.1,Rejected
QTN03272,OPP06036,ACC02401,2024-09-01,2024-10-01,94157,15,80033.45,Accepted
QTN03273,OPP06038,ACC02008,2024-11-09,2024-12-09,299286,15,254393.1,Accepted
QTN03274,OPP06041,ACC00574,2024-11-12,2024-12-12,129629,5,123147.55,Sent
QTN03275,OPP06042,ACC02977,2024-11-08,2024-12-08,209704,0,209704.0,Rejected
QTN03276,OPP06047,ACC04208,2024-11-24,2024-12-24,275343,10,247808.7,Accepted
QTN03277,OPP06048,ACC01137,2025-01-27,2025-02-26,188576,0,188576.0,Draft
QTN03278,OPP06050,ACC04774,2025-01-04,2025-02-03,34936,0,34936.0,Sent
QTN03279,OPP06051,ACC04655,2025-01-24,2025-02-23,38808,0,38808.0,Accepted
QTN03280,OPP06052,ACC02354,2024-12-07,2025-01-06,176833,15,150308.05,Accepted
QTN03281,OPP06053,ACC00076,2025-01-19,2025-02-18,27097,15,23032.45,Accepted
QTN03282,OPP06055,ACC00324,2025-01-25,2025-02-24,55268,5,52504.6,Accepted
QTN03283,OPP06057,ACC02522,2024-11-13,2024-12-13,286036,0,286036.0,Accepted
QTN03284,OPP06060,ACC04403,2024-09-27,2024-10-27,173716,5,165030.2,Rejected
QTN03285,OPP06061,ACC04830,2025-02-01,2025-03-03,178107,0,178107.0,Accepted
QTN03286,OPP06063,ACC03964,2024-11-05,2024-12-05,154654,10,139188.6,Sent
QTN03287,OPP06065,ACC02719,2024-11-20,2024-12-20,77865,0,77865.0,Accepted
QTN03288,OPP06069,ACC01278,2024-09-19,2024-10-19,20526,5,19499.7,Sent
QTN03289,OPP06070,ACC01870,2024-08-28,2024-09-27,223926,5,212729.7,Accepted
QTN03290,OPP06074,ACC04983,2024-12-18,2025-01-17,185471,15,157650.35,Accepted
QTN03291,OPP06076,ACC02024,2024-11-04,2024-12-04,63493,10,57143.7,Rejected
QTN03292,OPP06077,ACC03790,2024-11-28,2024-12-28,183557,5,174379.15,Accepted
QTN03293,OPP06078,ACC00732,2025-01-12,2025-02-11,76424,0,76424.0,Sent
QTN03294,OPP06082,ACC04693,2024-10-12,2024-11-11,156420,10,140778.0,Sent
QTN03295,OPP06083,ACC01509,2024-09-04,2024-10-04,246311,15,209364.35,Sent
QTN03296,OPP06084,ACC01325,2024-12-06,2025-01-05,47457,0,47457.0,Rejected
QTN03297,OPP06086,ACC04197,2025-01-15,2025-02-14,86395,15,73435.75,Draft
QTN03298,OPP06087,ACC03525,2024-11-24,2024-12-24,147241,15,125154.85,Sent
QTN03299,OPP06089,ACC02702,2024-12-28,2025-01-27,245861,0,245861.0,Draft
QTN03300,OPP06092,ACC04951,2024-04-25,2024-05-25,227014,5,215663.3,Accepted
QTN03301,OPP06094,ACC02387,2024-03-28,2024-04-27,62206,0,62206.0,Accepted
QTN03302,OPP06096,ACC03012,2024-03-13,2024-04-12,95401,0,95401.0,Accepted
QTN03303,OPP06098,ACC00187,2024-02-25,2024-03-26,146553,15,124570.05,Sent
QTN03304,OPP06101,ACC02827,2024-05-04,2024-06-03,114083,0,114083.0,Sent
QTN03305,OPP06102,ACC00133,2024-03-08,2024-04-07,213708,10,192337.2,Sent
QTN03306,OPP06103,ACC00766,2024-05-08,2024-06-07,94682,10,85213.8,Sent
QTN03307,OPP06104,ACC00234,2024-05-18,2024-06-17,146025,5,138723.75,Accepted
QTN03308,OPP06105,ACC04199,2024-05-07,2024-06-06,124413,0,124413.0,Rejected
QTN03309,OPP06106,ACC03457,2024-05-25,2024-06-24,168572,15,143286.2,Sent
QTN03310,OPP06108,ACC00959,2024-04-25,2024-05-25,93320,15,79322.0,Draft
QTN03311,OPP06109,ACC02171,2024-02-25,2024-03-26,23748,5,22560.6,Sent
QTN03312,OPP06110,ACC00713,2024-05-16,2024-06-15,119784,0,119784.0,Sent
QTN03313,OPP06113,ACC03147,2024-03-14,2024-04-13,209235,10,188311.5,Rejected
QTN03314,OPP06114,ACC03065,2024-04-15,2024-05-15,27961,5,26562.95,Rejected
QTN03315,OPP06116,ACC00162,2024-03-31,2024-04-30,5508,10,4957.2,Sent
QTN03316,OPP06117,ACC02045,2024-04-30,2024-05-30,10264,15,8724.4,Accepted
QTN03317,OPP06118,ACC03199,2024-04-12,2024-05-12,74766,5,71027.7,Sent
QTN03318,OPP06120,ACC03453,2024-04-11,2024-05-11,183195,15,155715.75,Accepted
QTN03319,OPP06121,ACC04954,2024-03-25,2024-04-24,30906,15,26270.1,Sent
QTN03320,OPP06124,ACC02222,2024-04-11,2024-05-11,94810,0,94810.0,Sent
QTN03321,OPP06125,ACC03998,2024-04-13,2024-05-13,89471,0,89471.0,Accepted
QTN03322,OPP06129,ACC00335,2024-05-21,2024-06-20,243187,0,243187.0,Accepted
QTN03323,OPP06132,ACC03092,2024-02-20,2024-03-21,68953,15,58610.05,Rejected
QTN03324,OPP06134,ACC02760,2024-04-21,2024-05-21,241177,0,241177.0,Accepted
QTN03325,OPP06136,ACC02293,2024-03-08,2024-04-07,48366,10,43529.4,Accepted
QTN03326,OPP06139,ACC04976,2024-02-26,2024-03-27,55276,15,46984.6,Sent
QTN03327,OPP06140,ACC00018,2024-04-07,2024-05-07,120613,5,114582.35,Sent
QTN03328,OPP06141,ACC00799,2024-04-21,2024-05-21,187689,0,187689.0,Accepted
QTN03329,OPP06142,ACC03619,2024-05-13,2024-06-12,104180,5,98971.0,Accepted
QTN03330,OPP06144,ACC02958,2024-04-21,2024-05-21,127835,5,121443.25,Accepted
QTN03331,OPP06145,ACC02671,2024-03-08,2024-04-07,239241,0,239241.0,Accepted
QTN03332,OPP06146,ACC00694,2024-04-19,2024-05-19,196475,5,186651.25,Sent
QTN03333,OPP06148,ACC04803,2024-05-06,2024-06-05,145491,5,138216.45,Sent
QTN03334,OPP06153,ACC03737,2024-02-07,2024-03-08,204748,15,174035.8,Draft
QTN03335,OPP06156,ACC03637,2024-05-20,2024-06-19,197915,5,188019.25,Accepted
QTN03336,OPP06158,ACC03954,2024-03-31,2024-04-30,238673,5,226739.35,Draft
QTN03337,OPP06160,ACC02640,2024-05-11,2024-06-10,144097,15,122482.45,Accepted
QTN03338,OPP06162,ACC02174,2024-03-13,2024-04-12,135209,5,128448.55,Sent
QTN03339,OPP06163,ACC00620,2024-05-15,2024-06-14,78522,15,66743.7,Draft
QTN03340,OPP06165,ACC02346,2024-05-18,2024-06-17,113922,0,113922.0,Sent
QTN03341,OPP06166,ACC02165,2024-02-24,2024-03-25,180714,10,162642.6,Sent
QTN03342,OPP06167,ACC04484,2024-03-10,2024-04-09,102693,15,87289.05,Sent
QTN03343,OPP06168,ACC02242,2024-03-22,2024-04-21,152705,5,145069.75,Draft
QTN03344,OPP06169,ACC01573,2024-04-13,2024-05-13,37368,10,33631.2,Sent
QTN03345,OPP06172,ACC04574,2024-04-14,2024-05-14,25863,10,23276.7,Rejected
QTN03346,OPP06173,ACC04023,2024-04-23,2024-05-23,199992,15,169993.2,Sent
QTN03347,OPP06174,ACC04590,2024-03-30,2024-04-29,160876,10,144788.4,Sent
QTN03348,OPP06179,ACC02701,2024-03-16,2024-04-15,288054,0,288054.0,Accepted
QTN03349,OPP06182,ACC04477,2024-04-24,2024-05-24,173233,5,164571.35,Sent
QTN03350,OPP06183,ACC04874,2024-05-20,2024-06-19,162622,10,146359.8,Accepted
QTN03351,OPP06185,ACC00231,2024-05-01,2024-05-31,171514,10,154362.6,Sent
QTN03352,OPP06186,ACC04370,2024-04-22,2024-05-22,129545,5,123067.75,Accepted
QTN03353,OPP06187,ACC04650,2024-05-16,2024-06-15,145975,0,145975.0,Sent
QTN03354,OPP06190,ACC04085,2024-03-21,2024-04-20,161160,0,161160.0,Draft
QTN03355,OPP06191,ACC02509,2024-04-25,2024-05-25,211419,5,200848.05,Sent
QTN03356,OPP06193,ACC03620,2024-04-20,2024-05-20,275875,0,275875.0,Draft
QTN03357,OPP06197,ACC02637,2024-02-16,2024-03-17,135520,10,121968.0,Sent
QTN03358,OPP06198,ACC03498,2024-02-11,2024-03-12,224401,5,213180.95,Accepted
QTN03359,OPP06200,ACC02228,2024-05-15,2024-06-14,255366,0,255366.0,Sent
QTN03360,OPP06202,ACC04519,2024-02-08,2024-03-09,223848,10,201463.2,Accepted
QTN03361,OPP06205,ACC04943,2024-02-22,2024-03-23,18898,10,17008.2,Accepted
QTN03362,OPP06207,ACC02791,2024-04-29,2024-05-29,155954,0,155954.0,Rejected
QTN03363,OPP06209,ACC03929,2024-03-06,2024-04-05,129261,15,109871.85,Accepted
QTN03364,OPP06210,ACC04963,2024-03-12,2024-04-11,54060,0,54060.0,Sent
QTN03365,OPP06211,ACC04863,2024-03-02,2024-04-01,233303,5,221637.85,Sent
QTN03366,OPP06212,ACC00579,2024-05-13,2024-06-12,26309,0,26309.0,Accepted
QTN03367,OPP06217,ACC01167,2024-04-03,2024-05-03,111628,5,106046.6,Accepted
QTN03368,OPP06218,ACC04314,2024-02-09,2024-03-10,18510,15,15733.5,Accepted
QTN03369,OPP06220,ACC04629,2024-02-13,2024-03-14,17891,0,17891.0,Sent
QTN03370,OPP06222,ACC03162,2024-05-17,2024-06-16,190360,15,161806.0,Accepted
QTN03371,OPP06225,ACC02029,2024-05-21,2024-06-20,24714,15,21006.9,Accepted
QTN03372,OPP06226,ACC04025,2024-02-28,2024-03-29,15133,5,14376.35,Draft
QTN03373,OPP06228,ACC04885,2024-05-03,2024-06-02,236298,5,224483.1,Accepted
QTN03374,OPP06233,ACC00362,2024-03-22,2024-04-21,238716,15,202908.6,Accepted
QTN03375,OPP06234,ACC04970,2024-04-20,2024-05-20,167756,10,150980.4,Sent
QTN03376,OPP06237,ACC04281,2024-05-06,2024-06-05,159444,10,143499.6,Accepted
QTN03377,OPP06238,ACC03733,2024-04-17,2024-05-17,106522,0,106522.0,Sent
QTN03378,OPP06239,ACC01533,2024-04-30,2024-05-30,27832,5,26440.4,Sent
QTN03379,OPP06241,ACC02940,2024-05-16,2024-06-15,121881,5,115786.95,Rejected
QTN03380,OPP06243,ACC02582,2024-05-09,2024-06-08,227733,5,216346.35,Sent
QTN03381,OPP06244,ACC02097,2024-04-17,2024-05-17,123432,0,123432.0,Accepted
QTN03382,OPP06247,ACC01953,2024-05-09,2024-06-08,166253,5,157940.35,Accepted
QTN03383,OPP06249,ACC02782,2024-04-01,2024-05-01,239481,10,215532.9,Accepted
QTN03384,OPP06250,ACC00679,2024-02-08,2024-03-09,104672,10,94204.8,Draft
QTN03385,OPP06254,ACC01492,2024-04-11,2024-05-11,86927,10,78234.3,Accepted
QTN03386,OPP06258,ACC00239,2024-04-20,2024-05-20,71272,10,64144.8,Sent
QTN03387,OPP06260,ACC03394,2024-04-17,2024-05-17,205501,0,205501.0,Accepted
QTN03388,OPP06262,ACC04103,2024-04-23,2024-05-23,10857,10,9771.3,Sent
QTN03389,OPP06264,ACC00493,2024-03-27,2024-04-26,91181,0,91181.0,Accepted
QTN03390,OPP06265,ACC01260,2024-04-19,2024-05-19,81936,15,69645.6,Rejected
QTN03391,OPP06267,ACC02023,2024-03-24,2024-04-23,144729,5,137492.55,Accepted
QTN03392,OPP06272,ACC03449,2024-05-24,2024-06-23,183980,10,165582.0,Sent
QTN03393,OPP06273,ACC00231,2024-03-05,2024-04-04,264651,15,224953.35,Sent
QTN03394,OPP06276,ACC03449,2024-05-04,2024-06-03,279056,15,237197.6,Sent
QTN03395,OPP06277,ACC03079,2024-05-05,2024-06-04,231272,0,231272.0,Accepted
QTN03396,OPP06278,ACC01873,2024-04-04,2024-05-04,100078,5,95074.1,Accepted
QTN03397,OPP06279,ACC03882,2024-05-01,2024-05-31,235665,5,223881.75,Accepted
QTN03398,OPP06283,ACC02543,2022-09-24,2022-10-24,121761,5,115672.95,Accepted
QTN03399,OPP06284,ACC03728,2022-09-28,2022-10-28,39333,10,35399.7,Sent
QTN03400,OPP06285,ACC02385,2022-09-09,2022-10-09,49168,15,41792.8,Accepted
QTN03401,OPP06286,ACC04601,2022-10-15,2022-11-14,108504,0,108504.0,Sent
QTN03402,OPP06288,ACC04102,2022-10-22,2022-11-21,158214,5,150303.3,Accepted
QTN03403,OPP06289,ACC03573,2022-10-24,2022-11-23,192781,15,163863.85,Sent
QTN03404,OPP06290,ACC02106,2022-10-31,2022-11-30,240407,5,228386.65,Accepted
QTN03405,OPP06291,ACC01536,2022-10-30,2022-11-29,193940,0,193940.0,Accepted
QTN03406,OPP06292,ACC00911,2022-09-29,2022-10-29,71032,15,60377.2,Draft
QTN03407,OPP06293,ACC01260,2022-10-04,2022-11-03,102837,0,102837.0,Accepted
QTN03408,OPP06294,ACC04234,2022-10-30,2022-11-29,272540,0,272540.0,Sent
QTN03409,OPP06295,ACC01821,2022-10-10,2022-11-09,125822,0,125822.0,Sent
QTN03410,OPP06296,ACC03107,2022-10-15,2022-11-14,128350,0,128350.0,Accepted
QTN03411,OPP06298,ACC01236,2022-10-26,2022-11-25,66378,0,66378.0,Accepted
QTN03412,OPP06303,ACC02324,2022-10-10,2022-11-09,67215,10,60493.5,Accepted
QTN03413,OPP06305,ACC04707,2022-09-25,2022-10-25,21150,5,20092.5,Sent
QTN03414,OPP06306,ACC00944,2022-09-15,2022-10-15,110154,15,93630.9,Accepted
QTN03415,OPP06308,ACC02962,2022-10-14,2022-11-13,203667,10,183300.3,Accepted
QTN03416,OPP06311,ACC03772,2022-10-10,2022-11-09,213624,0,213624.0,Accepted
QTN03417,OPP06312,ACC00421,2022-09-15,2022-10-15,44073,0,44073.0,Draft
QTN03418,OPP06314,ACC04858,2022-09-22,2022-10-22,107556,0,107556.0,Accepted
QTN03419,OPP06316,ACC00796,2022-09-11,2022-10-11,20191,15,17162.35,Sent
QTN03420,OPP06318,ACC02396,2022-10-23,2022-11-22,299453,0,299453.0,Sent
QTN03421,OPP06319,ACC01860,2022-10-26,2022-11-25,287853,5,273460.35,Sent
QTN03422,OPP06320,ACC02046,2022-10-17,2022-11-16,174189,5,165479.55,Rejected
QTN03423,OPP06322,ACC04513,2022-10-30,2022-11-29,241174,15,204997.9,Accepted
QTN03424,OPP06323,ACC00954,2022-11-03,2022-12-03,156627,0,156627.0,Accepted
QTN03425,OPP06325,ACC02982,2022-10-12,2022-11-11,86355,5,82037.25,Sent
QTN03426,OPP06330,ACC01559,2022-10-22,2022-11-21,283443,10,255098.7,Draft
QTN03427,OPP06331,ACC01351,2022-10-26,2022-11-25,258791,0,258791.0,Sent
QTN03428,OPP06333,ACC00200,2022-10-11,2022-11-10,165361,0,165361.0,Accepted
QTN03429,OPP06334,ACC00936,2022-10-25,2022-11-24,148550,15,126267.5,Accepted
QTN03430,OPP06338,ACC01297,2022-09-17,2022-10-17,231135,5,219578.25,Accepted
QTN03431,OPP06339,ACC02675,2022-10-26,2022-11-25,217977,10,196179.3,Accepted
QTN03432,OPP06341,ACC02696,2022-09-14,2022-10-14,36639,10,32975.1,Accepted
QTN03433,OPP06342,ACC03730,2022-10-18,2022-11-17,102915,15,87477.75,Accepted
QTN03434,OPP06344,ACC03561,2022-09-29,2022-10-29,57135,0,57135.0,Accepted
QTN03435,OPP06348,ACC01058,2022-09-08,2022-10-08,146729,5,139392.55,Accepted
QTN03436,OPP06349,ACC00333,2022-09-26,2022-10-26,41012,10,36910.8,Sent
QTN03437,OPP06351,ACC00822,2022-11-13,2022-12-13,49080,15,41718.0,Accepted
QTN03438,OPP06352,ACC01058,2022-10-15,2022-11-14,94952,15,80709.2,Rejected
QTN03439,OPP06354,ACC03138,2022-09-29,2022-10-29,132911,5,126265.45,Draft
QTN03440,OPP06357,ACC01901,2022-09-11,2022-10-11,124084,5,117879.8,Accepted
QTN03441,OPP06359,ACC00591,2022-09-12,2022-10-12,229092,10,206182.8,Accepted
QTN03442,OPP06361,ACC04915,2022-10-04,2022-11-03,253005,15,215054.25,Accepted
QTN03443,OPP06363,ACC02354,2022-10-17,2022-11-16,189306,10,170375.4,Sent
QTN03444,OPP06365,ACC03882,2022-10-25,2022-11-24,45819,5,43528.05,Sent
QTN03445,OPP06366,ACC01943,2022-09-13,2022-10-13,191741,15,162979.85,Accepted
QTN03446,OPP06367,ACC02159,2022-10-19,2022-11-18,128453,5,122030.35,Sent
QTN03447,OPP06368,ACC00723,2022-10-23,2022-11-22,115220,15,97937.0,Accepted
QTN03448,OPP06369,ACC04205,2022-10-29,2022-11-28,164664,5,156430.8,Accepted
QTN03449,OPP06376,ACC01321,2022-09-21,2022-10-21,245921,10,221328.9,Draft
QTN03450,OPP06378,ACC03876,2022-10-28,2022-11-27,138949,0,138949.0,Sent
QTN03451,OPP06379,ACC04927,2022-10-09,2022-11-08,112421,5,106799.95,Rejected
QTN03452,OPP06382,ACC02807,2022-10-15,2022-11-14,235964,10,212367.6,Sent
QTN03453,OPP06385,ACC03638,2022-10-18,2022-11-17,58658,5,55725.1,Sent
QTN03454,OPP06387,ACC02720,2022-10-07,2022-11-06,244480,15,207808.0,Sent
QTN03455,OPP06388,ACC03400,2022-10-17,2022-11-16,254658,5,241925.1,Draft
QTN03456,OPP06389,ACC00132,2022-09-12,2022-10-12,59463,0,59463.0,Rejected
QTN03457,OPP06390,ACC04404,2022-09-15,2022-10-15,295571,5,280792.45,Sent
QTN03458,OPP06391,ACC00793,2022-10-03,2022-11-02,90240,15,76704.0,Sent
QTN03459,OPP06393,ACC02903,2022-10-05,2022-11-04,85703,0,85703.0,Accepted
QTN03460,OPP06394,ACC01577,2022-10-01,2022-10-31,27000,15,22950.0,Accepted
QTN03461,OPP06399,ACC02422,2022-10-15,2022-11-14,98759,5,93821.05,Draft
QTN03462,OPP06400,ACC00724,2022-10-31,2022-11-30,19398,5,18428.1,Draft
QTN03463,OPP06403,ACC01610,2022-10-08,2022-11-07,179312,0,179312.0,Accepted
QTN03464,OPP06404,ACC02841,2022-10-22,2022-11-21,214827,15,182602.95,Sent
QTN03465,OPP06406,ACC03130,2022-10-25,2022-11-24,116896,15,99361.6,Accepted
QTN03466,OPP06407,ACC03052,2022-11-12,2022-12-12,275496,10,247946.4,Accepted
QTN03467,OPP06410,ACC04204,2022-09-22,2022-10-22,20714,10,18642.6,Accepted
QTN03468,OPP06411,ACC04708,2022-10-02,2022-11-01,103102,0,103102.0,Sent
QTN03469,OPP06413,ACC02912,2022-10-08,2022-11-07,107963,0,107963.0,Accepted
QTN03470,OPP06415,ACC04347,2022-10-22,2022-11-21,23241,5,22078.95,Accepted
QTN03471,OPP06417,ACC01634,2022-10-20,2022-11-19,197279,15,167687.15,Accepted
QTN03472,OPP06418,ACC01867,2022-09-28,2022-10-28,94844,15,80617.4,Accepted
QTN03473,OPP06420,ACC01208,2022-09-14,2022-10-14,178198,10,160378.2,Rejected
QTN03474,OPP06421,ACC00828,2022-10-24,2022-11-23,50423,10,45380.7,Accepted
QTN03475,OPP06423,ACC02639,2022-10-20,2022-11-19,128155,5,121747.25,Sent
QTN03476,OPP06424,ACC02444,2022-09-14,2022-10-14,106977,15,90930.45,Rejected
QTN03477,OPP06425,ACC00327,2022-10-04,2022-11-03,210712,5,200176.4,Accepted
QTN03478,OPP06426,ACC01732,2022-10-27,2022-11-26,189383,5,179913.85,Sent
QTN03479,OPP06428,ACC02112,2022-09-16,2022-10-16,257355,0,257355.0,Accepted
QTN03480,OPP06431,ACC03794,2022-11-02,2022-12-02,150920,15,128282.0,Sent
QTN03481,OPP06433,ACC01568,2022-09-20,2022-10-20,223411,15,189899.35,Accepted
QTN03482,OPP06435,ACC04999,2022-09-26,2022-10-26,272785,0,272785.0,Accepted
QTN03483,OPP06439,ACC00548,2022-09-10,2022-10-10,18345,15,15593.25,Sent
QTN03484,OPP06441,ACC02904,2022-10-06,2022-11-05,37714,0,37714.0,Draft
QTN03485,OPP06443,ACC04662,2022-10-03,2022-11-02,75176,10,67658.4,Draft
QTN03486,OPP06444,ACC04282,2022-10-31,2022-11-30,258951,5,246003.45,Accepted
QTN03487,OPP06446,ACC01061,2022-10-26,2022-11-25,182341,5,173223.95,Accepted
QTN03488,OPP06447,ACC04822,2022-11-12,2022-12-12,40911,10,36819.9,Sent
QTN03489,OPP06452,ACC01318,2022-10-25,2022-11-24,225473,0,225473.0,Sent
QTN03490,OPP06455,ACC01466,2022-09-14,2022-10-14,19814,0,19814.0,Accepted
QTN03491,OPP06456,ACC02616,2022-09-11,2022-10-11,196550,15,167067.5,Draft
QTN03492,OPP06463,ACC04971,2022-10-04,2022-11-03,82131,0,82131.0,Rejected
QTN03493,OPP06464,ACC00064,2022-10-11,2022-11-10,138539,10,124685.1,Accepted
QTN03494,OPP06465,ACC04131,2022-09-25,2022-10-25,26786,5,25446.7,Sent
QTN03495,OPP06467,ACC01242,2022-10-04,2022-11-03,57417,10,51675.3,Rejected
QTN03496,OPP06468,ACC01080,2022-11-02,2022-12-02,274602,0,274602.0,Sent
QTN03497,OPP06469,ACC02062,2022-10-12,2022-11-11,129217,0,129217.0,Accepted
QTN03498,OPP06470,ACC02859,2022-10-13,2022-11-12,71612,5,68031.4,Draft
